File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
oa_package/d4/72/PMC117224.tar.gz,BMC Physiol. 2002 Jun 24; 2:9,PMC117224,2019-01-04 07:56:11,12095424.0,NO-CC CODE
oa_package/66/d5/PMC117437.tar.gz,BMC Cell Biol. 2002 Jun 21; 3:15,PMC117437,2024-04-09 00:25:12,12097147.0,NO-CC CODE
oa_package/38/3a/PMC117600.tar.gz,BMC Biotechnol. 2002 Jul 12; 2:12,PMC117600,2013-04-24 17:18:32,12113654.0,NO-CC CODE
oa_package/f8/db/PMC119855.tar.gz,BMC Bioinformatics. 2002 Jul 30; 3:19,PMC119855,2023-05-05 15:26:54,12149135.0,NO-CC CODE
oa_package/75/bf/PMC122057.tar.gz,BMC Plant Biol. 2002 Aug 1; 2:7,PMC122057,2024-03-13 22:25:41,12153706.0,NO-CC CODE
oa_package/a4/bd/PMC122093.tar.gz,BMC Cell Biol. 2002 Aug 20; 3:22,PMC122093,2024-04-09 00:25:12,12188931.0,NO-CC CODE
oa_package/3f/36/PMC122095.tar.gz,BMC Biochem. 2002 Aug 19; 3:23,PMC122095,2007-08-21 09:10:44,12186657.0,NO-CC CODE
oa_package/39/6f/PMC125300.tar.gz,Arthritis Res. 2002 Jun 20; 4(5):R6,PMC125300,2014-06-19 16:18:29,12223109.0,NO-CC CODE
oa_package/2a/eb/PMC126212.tar.gz,BMC Biochem. 2002 Aug 23; 3:24,PMC126212,2023-05-05 14:25:11,12193273.0,NO-CC CODE
oa_package/89/ad/PMC126233.tar.gz,Genome Biol. 2002 Jul 24; 3(8):research0039.1-research0039.7,PMC126233,2019-11-05 11:56:12,12186646.0,NO-CC CODE
oa_package/e8/59/PMC126247.tar.gz,BMC Cancer. 2002 Sep 2; 2:21,PMC126247,2024-05-27 20:25:14,12204098.0,NO-CC CODE
oa_package/b1/a7/PMC126249.tar.gz,BMC Genet. 2002 Aug 20; 3:15,PMC126249,2014-04-10 20:56:06,12186635.0,NO-CC CODE
oa_package/44/85/PMC126250.tar.gz,BMC Genet. 2002 Sep 5; 3:17,PMC126250,2013-03-20 09:39:28,12215173.0,NO-CC CODE
oa_package/76/7a/PMC128815.tar.gz,BMC Pharmacol. 2002 Aug 16; 2:17,PMC128815,2007-08-29 14:01:37,12184796.0,NO-CC CODE
oa_package/f8/4b/PMC128837.tar.gz,BMC Biochem. 2002 Aug 7; 3:22,PMC128837,2012-10-03 12:11:55,12167173.0,NO-CC CODE
oa_package/c7/3a/PMC129981.tar.gz,BMC Bioinformatics. 2002 Sep 11; 3:25,PMC129981,2024-05-28 00:25:36,12225620.0,NO-CC CODE
oa_package/66/39/PMC130029.tar.gz,BMC Immunol. 2002 Sep 19; 3:12,PMC130029,2024-04-09 01:25:13,12241558.0,NO-CC CODE
oa_package/7b/3a/PMC130031.tar.gz,BMC Biochem. 2002 Oct 2; 3:29,PMC130031,2024-04-09 01:25:13,12361483.0,NO-CC CODE
oa_package/9b/b4/PMC130179.tar.gz,BMC Mol Biol. 2002 Oct 7; 3:15,PMC130179,2010-12-22 06:34:33,12366865.0,NO-CC CODE
oa_package/0d/a3/PMC133445.tar.gz,Genome Biol. 2002 Oct 14; 3(11):research0061.1-research0061.9,PMC133445,2019-11-05 11:56:12,12429060.0,NO-CC CODE
oa_package/f3/ca/PMC134461.tar.gz,BMC Microbiol. 2002 Oct 23; 2:31,PMC134461,2012-10-03 12:19:52,12396235.0,NO-CC CODE
oa_package/3a/53/PMC137065.tar.gz,J Biol. 2002 Nov 6; 1(2):10,PMC137065,2019-11-05 11:56:12,12437772.0,NO-CC CODE
oa_package/65/b5/PMC137586.tar.gz,BMC Neurosci. 2002 Oct 14; 3:15,PMC137586,2014-04-10 22:31:55,12379151.0,NO-CC CODE
oa_package/28/52/PMC137593.tar.gz,BMC Cancer. 2002 Nov 6; 2:28,PMC137593,2010-12-22 07:41:20,12421467.0,NO-CC CODE
oa_package/f0/34/PMC137694.tar.gz,BMC Microbiol. 2002 Nov 11; 2:32,PMC137694,2007-08-29 09:09:42,12427258.0,NO-CC CODE
oa_package/de/01/PMC137970.tar.gz,Nucleic Acids Res. 2002 Dec 1; 30(23):5094-5102,PMC137970,2023-04-27 21:25:12,12466532.0,NO-CC CODE
oa_package/6a/63/PMC138719.tar.gz,Breast Cancer Res. 2002 Feb 6; 4(2):54-57,PMC138719,2014-02-18 06:04:42,11879563.0,NO-CC CODE
oa_package/d8/9f/PMC138799.tar.gz,BMC Cell Biol. 2002 Dec 4; 3:30,PMC138799,2013-03-20 09:47:03,12466024.0,NO-CC CODE
oa_package/f9/f0/PMC138834.tar.gz,Genome Biol. 2000 Apr 27; 1(1):reviews102.1-reviews102.4,PMC138834,2014-04-29 20:00:37,11104521.0,NO-CC CODE
oa_package/d8/b6/PMC138908.tar.gz,Genome Biol. 2001 Feb 28; 2(3):comment1003.1-comment1003.2,PMC138908,2019-11-05 11:56:12,11276422.0,NO-CC CODE
oa_package/21/c8/PMC138970.tar.gz,Genome Biol. 2001 Sep 26; 2(10):reports4025.1-reports4025.3,PMC138970,2019-11-05 11:56:12,11597332.0,NO-CC CODE
oa_package/31/25/PMC139967.tar.gz,BMC Biochem. 2002 Nov 26; 3:31,PMC139967,2014-04-08 22:11:53,12453307.0,NO-CC CODE
oa_package/51/23/PMC139985.tar.gz,BMC Cancer. 2002 Dec 10; 2:35,PMC139985,2023-05-05 17:25:12,12475396.0,NO-CC CODE
oa_package/5d/06/PMC139997.tar.gz,BMC Immunol. 2002 Dec 6; 3:16,PMC139997,2024-04-09 22:25:14,12470302.0,NO-CC CODE
oa_package/5b/df/PMC140034.tar.gz,BMC Plant Biol. 2002 Dec 11; 2:11,PMC140034,2023-05-05 16:25:13,12477384.0,NO-CC CODE
oa_package/bf/dd/PMC140315.tar.gz,BMC Biochem. 2002 Dec 31; 3:32,PMC140315,2013-03-20 09:48:06,12509223.0,NO-CC CODE
oa_package/18/82/PMC145544.tar.gz,Biol Proced Online. 2001 Dec 3; 3:35-42,PMC145544,2024-05-28 17:25:14,12734581.0,NO-CC CODE
oa_package/4e/ed/PMC145562.tar.gz,Biol Proced Online. 2002 Dec 9; 4:94-104,PMC145562,2013-03-20 09:49:22,12734563.0,NO-CC CODE
oa_package/b9/11/PMC149346.tar.gz,BMC Bioinformatics. 2003 Jan 13; 4:2,PMC149346,2010-12-22 08:42:39,12525261.0,NO-CC CODE
oa_package/f6/d1/PMC150449.tar.gz,Genome Biol. 2002 Dec 12; 3(1):research0002.1-research0002.15,PMC150449,2024-05-23 23:25:13,11806825.0,NO-CC CODE
oa_package/c4/79/PMC150509.tar.gz,Respir Res. 2002 Sep 5; 3(1):23,PMC150509,2013-03-20 09:50:50,12323081.0,NO-CC CODE
oa_package/28/c4/PMC151557.tar.gz,Proteome Sci. 2003 Jan 24; 1:1,PMC151557,2013-03-20 09:51:38,12646066.0,NO-CC CODE
oa_package/60/a6/PMC151604.tar.gz,BMC Microbiol. 2003 Feb 6; 3:3,PMC151604,2024-05-23 22:25:13,12625841.0,NO-CC CODE
oa_package/28/9a/PMC151665.tar.gz,BMC Biochem. 2003 Feb 19; 4:1,PMC151665,2007-08-21 09:18:44,12625842.0,NO-CC CODE
oa_package/06/b3/PMC151788.tar.gz,Reprod Biol Endocrinol. 2003 Feb 11; 1:14,PMC151788,2023-05-06 13:25:11,12646061.0,NO-CC CODE
oa_package/66/51/PMC151797.tar.gz,Reprod Biol Endocrinol. 2003 Feb 14; 1:25,PMC151797,2018-12-22 17:55:56,12646051.0,NO-CC CODE
oa_package/7e/93/PMC152653.tar.gz,J Negat Results Biomed. 2003 Feb 25; 2:1,PMC152653,2007-10-09 04:54:34,12659638.0,NO-CC CODE
oa_package/be/09/PMC152655.tar.gz,Malar J. 2003 Mar 19; 2:5,PMC152655,2010-12-22 09:18:04,12665429.0,NO-CC CODE
oa_package/1f/e5/PMC153488.tar.gz,Mol Cancer. 2003 Mar 5; 2:18,PMC153488,2024-05-28 00:25:36,12685933.0,NO-CC CODE
oa_package/b3/97/PMC153784.tar.gz,J Biomed Biotechnol. 2002; 2(2):46-54,PMC153784,2019-01-02 15:56:06,12488583.0,NO-CC CODE
oa_package/b2/da/PMC154089.tar.gz,BMC Struct Biol. 2003 Apr 1; 3:2,PMC154089,2013-03-20 09:54:00,12675950.0,NO-CC CODE
oa_package/f6/e1/PMC154132.tar.gz,Breast Cancer Res. 2003 Oct 29; 5(1):37-41,PMC154132,2019-11-07 07:56:10,12559044.0,NO-CC CODE
oa_package/b4/db/PMC154158.tar.gz,Breast Cancer Res. 2003 Feb 4; 5(2):107-108,PMC154158,2019-11-07 07:56:10,12631390.0,NO-CC CODE
oa_package/9d/d4/PMC154425.tar.gz,Arthritis Res Ther. 2003 Nov 4; 5(1):R40-R48,PMC154425,2020-04-07 07:20:42,12716452.0,NO-CC CODE
oa_package/47/b3/PMC155545.tar.gz,BMC Genet. 2003 Apr 3; 4:6,PMC155545,2024-05-08 23:25:14,12697061.0,NO-CC CODE
oa_package/97/bf/PMC155629.tar.gz,Reprod Biol Endocrinol. 2003 Apr 23; 1:37,PMC155629,2007-10-09 04:18:24,12740030.0,NO-CC CODE
oa_package/b4/7f/PMC156602.tar.gz,Proteome Sci. 2003 May 6; 1:2,PMC156602,2013-03-20 09:55:45,12769822.0,NO-CC CODE
oa_package/97/26/PMC156605.tar.gz,BMC Genomics. 2003 Apr 29; 4:15,PMC156605,2023-05-06 11:25:11,12720574.0,NO-CC CODE
oa_package/9a/a3/PMC156606.tar.gz,BMC Genomics. 2003 Apr 29; 4:16,PMC156606,2024-03-13 22:25:41,12720573.0,NO-CC CODE
oa_package/23/c4/PMC156895.tar.gz,BMC Cell Biol. 2003 May 2; 4:4,PMC156895,2022-01-04 10:16:41,12729465.0,NO-CC CODE
oa_package/05/f3/PMC161790.tar.gz,Microb Cell Fact. 2003 May 19; 2:5,PMC161790,2013-03-20 09:56:21,12801423.0,NO-CC CODE
oa_package/e3/25/PMC161794.tar.gz,BMC Mol Biol. 2003 May 26; 4:6,PMC161794,2024-04-09 23:25:13,12769834.0,NO-CC CODE
oa_package/de/96/PMC161795.tar.gz,BMC Struct Biol. 2003 May 9; 3:4,PMC161795,2013-03-20 09:56:21,12740046.0,NO-CC CODE
oa_package/ce/4d/PMC161817.tar.gz,BMC Genet. 2003 Jun 4; 4:9,PMC161817,2007-08-29 09:29:32,12787468.0,NO-CC CODE
oa_package/5f/4a/PMC165066.tar.gz,Arthritis Res Ther. 2003 May 23; 5(4):R226-R233,PMC165066,2024-05-23 22:25:13,12823858.0,NO-CC CODE
oa_package/b8/a2/PMC165424.tar.gz,BMC Cell Biol. 2003 Jun 3; 4:5,PMC165424,2022-01-04 09:36:37,12783627.0,NO-CC CODE
oa_package/28/f4/PMC165579.tar.gz,BMC Neurosci. 2003 Jun 9; 4:10,PMC165579,2013-03-20 09:58:36,12795815.0,NO-CC CODE
oa_package/e9/78/PMC165605.tar.gz,BMC Neurosci. 2003 Jun 18; 4:11,PMC165605,2024-05-23 23:25:13,12812528.0,NO-CC CODE
oa_package/e4/3c/PMC166117.tar.gz,Nucl Recept. 2003 May 9; 1:1,PMC166117,2024-05-27 21:25:29,12904258.0,NO-CC CODE
oa_package/75/b0/PMC166133.tar.gz,BMC Mol Biol. 2003 May 30; 4:7,PMC166133,2010-12-22 10:34:56,12777184.0,NO-CC CODE
oa_package/f5/94/PMC166277.tar.gz,J Nanobiotechnology. 2003 Jul 3; 1:4,PMC166277,2014-04-11 00:51:17,12877747.0,NO-CC CODE
oa_package/09/2d/PMC169189.tar.gz,BMC Genomics. 2003 Jul 10; 4:26,PMC169189,2024-05-28 12:25:13,12854976.0,NO-CC CODE
oa_package/58/5b/PMC179889.tar.gz,BMC Biochem. 2003 Jul 16; 4:6,PMC179889,2007-08-21 09:18:44,12864926.0,NO-CC CODE
oa_package/cc/4c/PMC179894.tar.gz,BMC Biochem. 2003 Jul 8; 4:5,PMC179894,2010-12-22 11:36:35,12848892.0,NO-CC CODE
oa_package/d0/37/PMC183826.tar.gz,BMC Evol Biol. 2003 Jul 23; 3:18,PMC183826,2013-03-20 10:01:01,12877744.0,NO-CC CODE
oa_package/93/fe/PMC183836.tar.gz,BMC Biotechnol. 2003 Jul 15; 3:8,PMC183836,2010-12-22 11:42:32,12864922.0,NO-CC CODE
oa_package/c3/ca/PMC183854.tar.gz,BMC Biotechnol. 2003 Jul 28; 3:12,PMC183854,2007-08-29 09:56:31,12885298.0,NO-CC CODE
oa_package/e6/a4/PMC193655.tar.gz,Genome Biol. 2003 Aug 29; 4(9):R55,PMC193655,2014-04-29 20:05:21,12952534.0,NO-CC CODE
oa_package/d8/23/PMC193727.tar.gz,Arthritis Res Ther. 2003 Jul 3; 5(5):R269-R276,PMC193727,2014-04-29 20:05:30,12932290.0,NO-CC CODE
oa_package/57/6a/PMC194722.tar.gz,BMC Pharmacol. 2003 Aug 28; 3:10,PMC194722,2007-08-29 14:00:38,12943557.0,NO-CC CODE
oa_package/bc/6c/PMC200965.tar.gz,BMC Biochem. 2003 Sep 9; 4:10,PMC200965,2024-05-28 00:25:36,12962548.0,NO-CC CODE
oa_package/ed/f2/PMC212228.tar.gz,Mol Cancer. 2003 Sep 9; 2:31,PMC212228,2013-03-20 10:03:49,14521712.0,NO-CC CODE
oa_package/2d/7b/PMC212280.tar.gz,BMC Mol Biol. 2003 Sep 11; 4:9,PMC212280,2007-08-29 10:14:20,12967348.0,NO-CC CODE
oa_package/76/44/PMC212318.tar.gz,BMC Biotechnol. 2003 Sep 12; 3:14,PMC212318,2013-03-20 10:03:50,12969505.0,NO-CC CODE
oa_package/bf/ad/PMC212392.tar.gz,BMC Genomics. 2003 Sep 10; 4:36,PMC212392,2024-03-16 08:25:17,12964949.0,NO-CC CODE
oa_package/6e/0f/PMC212491.tar.gz,BMC Evol Biol. 2003 Aug 28; 3:19,PMC212491,2014-04-14 14:58:32,12946282.0,NO-CC CODE
oa_package/34/af/PMC212687.tar.gz,PLoS Biol. 2003 Oct 13; 1(1):e1,PMC212687,2024-02-12 09:55:40,14551903.0,CC BY
oa_package/3d/ce/PMC212691.tar.gz,PLoS Biol. 2003 Oct 13; 1(1):e10,PMC212691,2016-12-07 06:00:49,14551908.0,CC BY
oa_package/98/e9/PMC212698.tar.gz,PLoS Biol. 2003 Oct 13; 1(1):e20,PMC212698,2024-04-01 17:25:24,14551916.0,CC BY
oa_package/8d/e9/PMC222913.tar.gz,BMC Genomics. 2003 Sep 22; 4:39,PMC222913,2024-05-28 12:25:13,14503924.0,NO-CC CODE
oa_package/ac/23/PMC222963.tar.gz,Nucl Recept. 2003 Sep 10; 1:7,PMC222963,2007-10-09 05:08:17,14567757.0,NO-CC CODE
oa_package/3b/00/PMC248469.tar.gz,Biol Proced Online. 2003 Jul 3; 5:162-169,PMC248469,2024-04-04 22:25:24,14615812.0,NO-CC CODE
oa_package/80/05/PMC261875.tar.gz,PLoS Biol. 2003 Nov 17; 1(2):e33,PMC261875,2024-05-24 01:25:36,14624239.0,NO-CC CODE
oa_package/7c/bb/PMC261876.tar.gz,PLoS Biol. 2003 Nov 17; 1(2):e35,PMC261876,2024-05-24 01:25:36,14624240.0,NO-CC CODE
oa_package/da/69/PMC261890.tar.gz,PLoS Biol. 2003 Nov 17; 1(2):e53,PMC261890,2016-12-05 12:47:16,14624253.0,NO-CC CODE
oa_package/a6/ce/PMC270048.tar.gz,BMC Dev Biol. 2003 Oct 3; 3:8,PMC270048,2014-04-11 02:08:04,14527340.0,NO-CC CODE
oa_package/f3/d8/PMC270062.tar.gz,BMC Bioinformatics. 2003 Oct 10; 4:46,PMC270062,2023-05-05 15:26:54,14536023.0,NO-CC CODE
oa_package/42/a5/PMC270082.tar.gz,BMC Microbiol. 2003 Oct 18; 3:21,PMC270082,2013-03-22 12:55:06,14565848.0,NO-CC CODE
oa_package/81/b1/PMC270087.tar.gz,BMC Neurosci. 2003 Sep 23; 4:23,PMC270087,2024-05-23 23:25:13,14505496.0,NO-CC CODE
oa_package/77/ce/PMC280695.tar.gz,Mol Cancer. 2003 Nov 5; 2:39,PMC280695,2024-04-10 00:25:33,14613580.0,NO-CC CODE
oa_package/92/fe/PMC300677.tar.gz,PLoS Biol. 2003 Dec 22; 1(3):e51,PMC300677,2024-05-24 01:25:36,14691533.0,NO-CC CODE
oa_package/6c/bb/PMC300678.tar.gz,PLoS Biol. 2003 Dec 22; 1(3):e65,PMC300678,2024-05-30 21:25:33,14691537.0,NO-CC CODE
oa_package/a1/9b/PMC300692.tar.gz,PLoS Biol. 2003 Dec 22; 1(3):e83,PMC300692,2023-11-02 18:25:21,14691554.0,NO-CC CODE
oa_package/93/39/PMC300881.tar.gz,PLoS Biol. 2004 Jan 24; 2(1):e2,PMC300881,2024-05-24 01:25:36,14737182.0,CC BY
oa_package/b6/1a/PMC302072.tar.gz,EMBO J. 2000 Sep 1; 19(17):4701-4711,PMC302072,2024-05-23 23:25:13,10970862.0,NO-CC CODE
oa_package/bd/04/PMC302111.tar.gz,BMC Bioinformatics. 2003 Nov 7; 4:56,PMC302111,2014-02-14 13:36:31,14604444.0,NO-CC CODE
oa_package/1f/47/PMC305340.tar.gz,Reprod Biol Endocrinol. 2003 Nov 7; 1:77,PMC305340,2007-10-09 04:18:24,14613547.0,NO-CC CODE
oa_package/5c/46/PMC306617.tar.gz,EMBO J. 2000 Aug 1; 19(15):3932-3944,PMC306617,2020-04-17 20:37:16,10921875.0,NO-CC CODE
oa_package/01/a2/PMC314448.tar.gz,Breast Cancer Res. 2004 Oct 22; 6(1):R1-R7,PMC314448,2024-04-10 10:25:36,14680494.0,NO-CC CODE
oa_package/d7/f5/PMC314466.tar.gz,PLoS Biol. 2004 Jan 20; 2(1):e6,PMC314466,2016-12-14 10:05:58,14737186.0,CC BY
oa_package/7d/51/PMC314469.tar.gz,PLoS Biol. 2004 Jan 20; 2(1):e14,PMC314469,2024-05-24 01:25:36,14737190.0,CC BY
oa_package/eb/7b/PMC317389.tar.gz,BMC Biol. 2003 Dec 12; 1:2,PMC317389,2010-12-22 13:18:32,14670085.0,NO-CC CODE
oa_package/d3/55/PMC319698.tar.gz,BMC Biochem. 2004 Jan 16; 5:2,PMC319698,2010-12-22 13:18:40,14725715.0,NO-CC CODE
oa_package/af/8d/PMC319701.tar.gz,BMC Genomics. 2003 Dec 18; 4:53,PMC319701,2023-05-06 11:25:11,14680513.0,NO-CC CODE
