pmid,pmc,title,journal,doi,issn
15035603,,Absence of large-scale displacement of quinone QB in bacterial photosynthetic reaction centers.,Biochemistry,10.1021/bi049811w,0006-2960
15946951,,Crystal structure of isoaspartyl aminopeptidase in complex with L-aspartate.,J Biol Chem,10.1074/jbc.M504501200,0021-9258
28290497,5349539,Structural Basis of Eco1-Mediated Cohesin Acetylation.,Sci Rep,10.1038/srep44313,2045-2322
31558743,6763467,Structural insight into glucose repression of the mannitol operon.,Sci Rep,10.1038/s41598-019-50249-2,2045-2322
23746359,,Examining the role of intersubunit contacts in catalysis by 3-deoxy-d-manno-octulosonate 8-phosphate synthase.,Biochemistry,10.1021/bi400521f,1520-4995
18495156,,Structure of the dissimilatory sulfite reductase from the hyperthermophilic archaeon Archaeoglobus fulgidus.,J Mol Biol,10.1016/j.jmb.2008.04.027,1089-8638
20929736,3079386,Structure of a eukaryotic CLC transporter defines an intermediate state in the transport cycle.,Science,10.1126/science.1195230,1095-9203
18092812,,Crystal structure of a molybdopterin synthase-precursor Z complex: insight into its sulfur transfer mechanism and its role in molybdenum cofactor deficiency.,Biochemistry,10.1021/bi701734g,0006-2960
16226039,,"Purification, crystallization, and properties of F1-ATPase complexes from the thermoalkaliphilic Bacillus sp. strain TA2.A1.",J Struct Biol,10.1016/j.jsb.2005.08.005,1047-8477
20069616,2913414,Nanoscale flexibility parameters of Alzheimer amyloid fibrils determined by electron cryo-microscopy.,Angew Chem Int Ed Engl,10.1002/anie.200904781,1521-3773
15388917,,Structure of the CoA transferase from pig heart to 1.7 A resolution.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444904017974,0907-4449
29784975,5970066,A unique cytoplasmic ATPase complex defines the Legionella pneumophila type IV secretion channel.,Nat Microbiol,10.1038/s41564-018-0165-z,2058-5276
21293373,3429598,Femtosecond X-ray protein nanocrystallography.,Nature,10.1038/nature09750,1476-4687
21483814,3069055,"Structural asymmetry of phosphodiesterase-9, potential protonation of a glutamic acid, and role of the invariant glutamine.",PLoS One,10.1371/journal.pone.0018092,1932-6203
38195598,10776679,Overcoming resolution attenuation during tilted cryo-EM data collection.,Nat Commun,10.1038/s41467-023-44555-7,2041-1723
23895222,,Mining the bacterial unknown proteome: identification and characterization of a novel family of highly conserved protective antigens in Staphylococcus aureus.,Biochem J,10.1042/BJ20130540,1470-8728
24607143,4010090,Crystal structure of vaccinia virus mRNA capping enzyme provides insights into the mechanism and evolution of the capping apparatus.,Structure,10.1016/j.str.2013.12.014,1878-4186
22168821,3281791,Structural comparison of tRNA m(1)A58 methyltransferases revealed different molecular strategies to maintain their oligomeric architecture under extreme conditions.,BMC Struct Biol,10.1186/1472-6807-11-48,1472-6807
26914985,4885110,Structure-Based Design of an in Vivo Active Selective BRD9 Inhibitor.,J Med Chem,10.1021/acs.jmedchem.5b01865,1520-4804
26944342,4858950,Novel Entropically Driven Conformation-specific Interactions with Tomm34 Protein Modulate Hsp70 Protein Folding and ATPase Activities.,Mol Cell Proteomics,10.1074/mcp.M116.058131,1535-9484
19666563,2728976,Structural organization of box C/D RNA-guided RNA methyltransferase.,Proc Natl Acad Sci U S A,10.1073/pnas.0905128106,1091-6490
28334829,5435946,Structure of the Sac3 RNA-binding M-region in the Saccharomyces cerevisiae TREX-2 complex.,Nucleic Acids Res,10.1093/nar/gkx158,1362-4962
24572362,3968801,Crystal structure of the plant dual-affinity nitrate transporter NRT1.1.,Nature,10.1038/nature13074,1476-4687
22474346,3341074,Structure of p73 DNA-binding domain tetramer modulates p73 transactivation.,Proc Natl Acad Sci U S A,10.1073/pnas.1115463109,1091-6490
21399621,3077248,Structure and function of a HECT domain ubiquitin-binding site.,EMBO Rep,10.1038/embor.2011.23,1469-3178
24189229,3817691,An estimated 5% of new protein structures solved today represent a new Pfam family.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444913027157,1399-0047
30679631,6345869,Exosomes Cause Preterm Birth in Mice: Evidence for Paracrine Signaling in Pregnancy.,Sci Rep,10.1038/s41598-018-37002-x,2045-2322
15713478,,A time-resolved investigation of ribosomal subunit association.,J Mol Biol,10.1016/j.jmb.2004.12.054,0022-2836
19923747,2777055,Crystallization and initial X-ray diffraction study of the three PASTA domains of the Ser/Thr kinase Stk1 from the human pathogen Staphylococcus aureus.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S174430910904250X,1744-3091
19255464,2650453,Structure of a D-tagatose 3-epimerase-related protein from the hyperthermophilic bacterium Thermotoga maritima.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309109002115,1744-3091
28365387,,Structural analysis and insight into Zika virus NS5 mediated interferon inhibition.,Infect Genet Evol,10.1016/j.meegid.2017.03.027,1567-7257
12928438,,Structural insights and biological effects of glycogen synthase kinase 3-specific inhibitor AR-A014418.,J Biol Chem,10.1074/jbc.M306268200,0021-9258
24863636,,Structure of the effector-binding domain of deoxyribonucleoside regulator DeoR from Bacillus subtilis.,FEBS J,10.1111/febs.12856,1742-4658
11101901,,Crystal structure of the bacterial protein export chaperone secB.,Nat Struct Biol,10.1038/82040,1072-8368
23824602,3822002,Phage display to identify Nedd8-mimicking peptides as inhibitors of the Nedd8 transfer cascade.,Chembiochem,10.1002/cbic.201300234,1439-7633
31416931,,Cryo-EM structures capture the transport cycle of the P4-ATPase flippase.,Science,10.1126/science.aay3353,1095-9203
18757563,2586582,All-atom computer simulations of amyloid fibrils disaggregation.,Biophys J,10.1529/biophysj.108.131672,1542-0086
23820574,,Novel N-hydroxyfurylacrylamide-based histone deacetylase (HDAC) inhibitors with branched CAP group (Part 2).,Bioorg Med Chem,10.1016/j.bmc.2013.06.009,1464-3391
25112866,4175340,"Oligomeric state of purified transient receptor potential melastatin-1 (TRPM1), a protein essential for dim light vision.",J Biol Chem,10.1074/jbc.M114.593780,1083-351X
17480000,,Single-walled tubulin ring polymers.,Biopolymers,10.1002/bip.20752,0006-3525
30423558,,High-Conductance Channel Formation in Yeast Mitochondria is Mediated by F-ATP Synthase e and g Subunits.,Cell Physiol Biochem,10.1159/000494864,1421-9778
26331548,,Computational design of co-assembling protein-DNA nanowires.,Nature,10.1038/nature14874,1476-4687
26171785,4718643,Characterization of a Mannose-6-Phosphate Isomerase from Bacillus amyloliquefaciens and Its Application in Fructose-6-Phosphate Production.,PLoS One,10.1371/journal.pone.0131585,1932-6203
17932790,,"Structural and transcriptional analyses of a purine nucleotide-binding protein from Pyrococcus furiosus: a component of a novel, membrane-bound multiprotein complex unique to this hyperthermophilic archaeon.",J Struct Funct Genomics,10.1007/s10969-007-9026-3,1345-711X
29471489,5861437,The H-subunit of the restriction endonuclease CglI contains a prototype DEAD-Z1 helicase-like motor.,Nucleic Acids Res,10.1093/nar/gky107,1362-4962
32555346,7303141,Structural and enzymatic characterisation of the Type III effector NopAA (=GunA) from Sinorhizobium fredii USDA257 reveals a Xyloglucan hydrolase activity.,Sci Rep,10.1038/s41598-020-67069-4,2045-2322
38965224,11224242,Structural and functional characterization of cyclic pyrimidine-regulated anti-phage system.,Nat Commun,10.1038/s41467-024-49861-2,2041-1723
29151218,6078100,Structures of Dynamic Protein Complexes: Hybrid Techniques to Study MAP Kinase Complexes and the ESCRT System.,Methods Mol Biol,10.1007/978-1-4939-7386-6_17,1940-6029
31886769,6986878,The structure of the endogenous ESX-3 secretion system.,Elife,10.7554/eLife.52983,2050-084X
17395198,1955483,Discovery of a thermophilic protein complex stabilized by topologically interlinked chains.,J Mol Biol,10.1016/j.jmb.2007.02.078,0022-2836
17911250,2042200,Crystal structure of the Helicobacter pylori vacuolating toxin p55 domain.,Proc Natl Acad Sci U S A,10.1073/pnas.0707447104,0027-8424
21765418,,Crystal structure of a chaperone-bound assembly intermediate of form I Rubisco.,Nat Struct Mol Biol,10.1038/nsmb.2090,1545-9985
20659898,2945555,X-ray structure and mutational analysis of the atrazine Chlorohydrolase TrzN.,J Biol Chem,10.1074/jbc.M110.138677,1083-351X
22736796,3409797,Structural study on the architecture of the bacterial ATP synthase Fo motor.,Proc Natl Acad Sci U S A,10.1073/pnas.1203971109,1091-6490
14583612,,"Crystal structure of the homolog of the oncoprotein gankyrin, an interactor of Rb and CDK4/6.",J Biol Chem,10.1074/jbc.M310266200,0021-9258
31189953,6774351,Structural mechanism for NEK7-licensed activation of NLRP3 inflammasome.,Nature,10.1038/s41586-019-1295-z,1476-4687
18399646,2819376,Pyridine nucleotide complexes with Bacillus anthracis coenzyme A-disulfide reductase: a structural analysis of dual NAD(P)H specificity.,Biochemistry,10.1021/bi8002204,1520-4995
34287037,8428407,Structural Determinants of Virion Assembly and Release in the C Terminus of the Mason-Pfizer Monkey Virus Capsid Protein.,J Virol,10.1128/JVI.00615-21,1098-5514
34244518,8270960,Native flagellar MS ring is formed by 34 subunits with 23-fold and 11-fold subsymmetries.,Nat Commun,10.1038/s41467-021-24507-9,2041-1723
22512472,3353734,The loss of an electrostatic contact unique to AMPA receptor ligand binding domain 2 slows channel activation.,Biochemistry,10.1021/bi3001837,1520-4995
34294704,8298488,Structure of the molecular bushing of the bacterial flagellar motor.,Nat Commun,10.1038/s41467-021-24715-3,2041-1723
21725323,4109712,Architecture of the Mediator head module.,Nature,10.1038/nature10162,1476-4687
26739254,,Hyperstabilization of Tetrameric Bacillus sp. TB-90 Urate Oxidase by Introducing Disulfide Bonds through Structural Plasticity.,Biochemistry,10.1021/acs.biochem.5b01119,1520-4995
18940606,2577609,"Architecture of the pontin/reptin complex, essential in the assembly of several macromolecular complexes.",Structure,10.1016/j.str.2008.08.009,0969-2126
35690099,,Structural Insights of Fe<sup>3+</sup> Induced α-synuclein Fibrillation in Parkinson's Disease.,J Mol Biol,10.1016/j.jmb.2022.167680,1089-8638
14690497,,Gamma-COP appendage domain - structure and function.,Traffic,10.1111/j.1600-0854.2004.00158.x,1398-9219
30317481,,X-Ray Crystallography of Carbon Monoxide Dehydrogenases.,Methods Mol Biol,10.1007/978-1-4939-8864-8_11,1940-6029
18309272,,"Crystallization and preliminary X-ray diffraction analysis of 5,10- methylenetetrahydrofolate dehydrogenase/cyclohydrolase from Thermoplasma acidophilum DSM 1728.",J Microbiol Biotechnol,,1017-7825
28132784,5343747,Crystal Structure of the Heterotrimeric Integrin-Binding Region of Laminin-111.,Structure,10.1016/j.str.2017.01.002,1878-4186
37936349,,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,Mol Plant,10.1016/j.molp.2023.11.002,1752-9867
21647436,3102065,The hexameric structures of human heat shock protein 90.,PLoS One,10.1371/journal.pone.0019961,1932-6203
11866529,,Crystal structure of the 30 S ribosomal subunit from Thermus thermophilus: structure of the proteins and their interactions with 16 S RNA.,J Mol Biol,10.1006/jmbi.2001.5359,0022-2836
17077498,2225213,"Expression, purification and crystallization of a PCI domain from the COP9 signalosome subunit 7 (CSN7).",Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309106041959,1744-3091
16498616,,Crystal structure of VC0702 at 2.0 A: conserved hypothetical protein from Vibrio cholerae.,Proteins,10.1002/prot.20919,1097-0134
16272117,,Structures of the bacterial ribosome at 3.5 A resolution.,Science,10.1126/science.1117230,1095-9203
34454944,,Structural Dynamics of the Functional Nonameric Type III Translocase Export Gate.,J Mol Biol,10.1016/j.jmb.2021.167188,1089-8638
32305460,,Determinants of PB1 Domain Interactions in Auxin Response Factor ARF5 and Repressor IAA17.,J Mol Biol,10.1016/j.jmb.2020.04.007,1089-8638
26593036,4655416,The activity of protein phosphatase 5 towards native clients is modulated by the middle- and C-terminal domains of Hsp90.,Sci Rep,10.1038/srep17058,2045-2322
29731171,,Structural Insights into Non-canonical Ubiquitination Catalyzed by SidE.,Cell,10.1016/j.cell.2018.04.023,1097-4172
27046665,4820748,Structural basis for the membrane association of ankyrinG via palmitoylation.,Sci Rep,10.1038/srep23981,2045-2322
24119404,3864027,Structure of an RNA silencing complex of the CRISPR-Cas immune system.,Mol Cell,10.1016/j.molcel.2013.09.008,1097-4164
31500206,6767322,Mechanistic and Structural Insights on the IL-15 System through Molecular Dynamics Simulations.,Molecules,10.3390/molecules24183261,1420-3049
10739938,,Preliminary X-ray analysis of a new crystal form of the Escherichia coli KDO8P synthase.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444900002389,0907-4449
11827486,,The structure of porcine parvovirus: comparison with related viruses.,J Mol Biol,10.1006/jmbi.2001.5319,0022-2836
26833716,4941210,Conserved structure of Snu13 from the highly reduced spliceosome of Cyanidioschyzon merolae.,Protein Sci,10.1002/pro.2894,1469-896X
23746846,3695626,Visualizing GroEL/ES in the act of encapsulating a folding protein.,Cell,10.1016/j.cell.2013.04.052,1097-4172
24513855,3975498,Phosphorylation-dependent interaction between tumor suppressors Dlg and Lgl.,Cell Res,10.1038/cr.2014.16,1748-7838
14604535,,Protein disorder prediction: implications for structural proteomics.,Structure,10.1016/j.str.2003.10.002,0969-2126
20979125,,Interaction of CO dehydrogenase with the cytoplasmic membrane monitored by fluorescence correlation spectroscopy.,Chembiochem,10.1002/cbic.201000431,1439-7633
22948911,3489100,Spatial distribution of radiation damage to crystalline proteins at 25-300 K.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444912021361,1399-0047
16142903,,Biochemical and structural studies of A-to-I editing by tRNA:A34 deaminases at the wobble position of transfer RNA.,Biochemistry,10.1021/bi050499f,0006-2960
35434837,9359479,Contributions of F-specific subunits to the F plasmid-encoded type IV secretion system and F pilus.,Mol Microbiol,10.1111/mmi.14908,1365-2958
18433710,,Three-dimensional structure of respiratory complex I from Escherichia coli in ice in the presence of nucleotides.,Biochim Biophys Acta,10.1016/j.bbabio.2008.03.023,0006-3002
32691958,,The Cupin Protein Pac13 is Suggested by the Data to Be a Homodimer.,Angew Chem Int Ed Engl,10.1002/anie.201811240,1521-3773
18819925,2662254,Projection structure of a member of the amino acid/polyamine/organocation transporter superfamily.,J Biol Chem,10.1074/jbc.M806917200,0021-9258
19697958,,Solution structure of Psb27 from cyanobacterial photosystem II.,Biochemistry,10.1021/bi901309c,1520-4995
36433936,9700864,Amyloid fibril structure from the vascular variant of systemic AA amyloidosis.,Nat Commun,10.1038/s41467-022-34636-4,2041-1723
18690748,,Alternative sites for proton entry from the cytoplasm to the quinone binding site in Escherichia coli succinate dehydrogenase.,Biochemistry,10.1021/bi801008e,1520-4995
18784070,,Structures of the cIAP2 RING domain reveal conformational changes associated with ubiquitin-conjugating enzyme (E2) recruitment.,J Biol Chem,10.1074/jbc.M804753200,0021-9258
21840995,3190778,Coupling dTTP hydrolysis with DNA unwinding by the DNA helicase of bacteriophage T7.,J Biol Chem,10.1074/jbc.M111.283796,1083-351X
35123651,9000915,Cryo-ET of Env on intact HIV virions reveals structural variation and positioning on the Gag lattice.,Cell,10.1016/j.cell.2022.01.013,1097-4172
18755898,2529106,"The supramolecular organization of self-assembling chlorosomal bacteriochlorophyll c, d, or e mimics.",Proc Natl Acad Sci U S A,10.1073/pnas.0802719105,1091-6490
23531275,3636079,Determinants at the N- and C-termini of Gα12 required for activation of Rho-mediated signaling.,J Mol Signal,10.1186/1750-2187-8-3,1750-2187
28396546,5444136,Structural Insights into HIV Reverse Transcriptase Mutations Q151M and Q151M Complex That Confer Multinucleoside Drug Resistance.,Antimicrob Agents Chemother,10.1128/AAC.00224-17,1098-6596
19724117,2795585,The structure of phosphate-bound Escherichia coli adenylosuccinate lyase identifies His171 as a catalytic acid.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309109029674,1744-3091
22422986,3377438,Structural basis for the rescue of stalled ribosomes: structure of YaeJ bound to the ribosome.,Science,10.1126/science.1217443,1095-9203
24339979,3858284,New conformational state of NHERF1-CXCR2 signaling complex captured by crystal lattice trapping.,PLoS One,10.1371/journal.pone.0081904,1932-6203
24641521,,Structural insights into bacterial resistance to cerulenin.,FEBS J,10.1111/febs.12785,1742-4658
38546236,,An integrated approach towards extracting structural characteristics of chlorosomes from a bchQ mutant of Chlorobaculum tepidum.,Phys Chem Chem Phys,10.1039/d4cp00221k,1463-9084
33024112,7539009,Mechanism and evolution of the Zn-fingernail required for interaction of VARP with VPS29.,Nat Commun,10.1038/s41467-020-18773-2,2041-1723
30479383,6370054,Cryo-EM structures and dynamics of substrate-engaged human 26S proteasome.,Nature,10.1038/s41586-018-0736-4,1476-4687
29311576,5758563,Structural analysis of mtEXO mitochondrial RNA degradosome reveals tight coupling of nuclease and helicase components.,Nat Commun,10.1038/s41467-017-02570-5,2041-1723
30374105,6206036,Locking loop movement in the ubiquinone pocket of complex I disengages the proton pumps.,Nat Commun,10.1038/s41467-018-06955-y,2041-1723
20655926,3069981,Cysteine-to-serine mutants dramatically reorder the active site of human ABO(H) blood group B glycosyltransferase without affecting activity: structural insights into cooperative substrate binding.,J Mol Biol,10.1016/j.jmb.2010.07.036,1089-8638
24305054,3865065,Structural mechanism of ligand activation in human GABA(B) receptor.,Nature,10.1038/nature12725,1476-4687
28437792,5832441,Phase-plate cryo-EM structure of a class B GPCR-G-protein complex.,Nature,10.1038/nature22327,1476-4687
24688060,4027202,Structural insights into RNA encapsidation and helical assembly of the Toscana virus nucleoprotein.,Nucleic Acids Res,10.1093/nar/gku229,1362-4962
20398676,,A new mode of dimerization of allosteric enzymes with ACT domains revealed by the crystal structure of the aspartate kinase from Cyanobacteria.,J Mol Biol,10.1016/j.jmb.2010.04.014,1089-8638
12741811,,Insights into the evolution of allosteric properties. The NADH binding site of hexameric type II citrate synthases.,Biochemistry,10.1021/bi020622s,0006-2960
11525164,,Structure of apoptosis-linked protein ALG-2: insights into Ca2+-induced changes in penta-EF-hand proteins.,Structure,10.1016/s0969-2126(01)00585-8,0969-2126
15719022,554124,Calcium-independent calmodulin binding and two-metal-ion catalytic mechanism of anthrax edema factor.,EMBO J,10.1038/sj.emboj.7600574,0261-4189
22615807,3355152,"Crystal structures of Lsm3, Lsm4 and Lsm5/6/7 from Schizosaccharomyces pombe.",PLoS One,10.1371/journal.pone.0036768,1932-6203
21168767,,Structural and mechanistic studies on γ-butyrobetaine hydroxylase.,Chem Biol,10.1016/j.chembiol.2010.09.016,1879-1301
23143231,3515363,Influence of intermolecular contacts on the structure of recombinant prolidase from Thermococcus sibiricus.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S174430911203761X,1744-3091
38615987,,The apo-acyl coenzyme A binding protein of Leishmania major forms a unique 'AXXA' motif mediated dimer.,Biochim Biophys Acta Proteins Proteom,10.1016/j.bbapap.2024.141016,1878-1454
33453995,7762937,Evolving the naturally compromised chorismate mutase from Mycobacterium tuberculosis to top performance.,J Biol Chem,10.1074/jbc.RA120.014924,1083-351X
16397490,7095149,"Structure of the parainfluenza virus 5 F protein in its metastable, prefusion conformation.",Nature,10.1038/nature04322,1476-4687
15236965,,"Coenzyme site-directed mutants of photosynthetic A4-GAPDH show selectively reduced NADPH-dependent catalysis, similar to regulatory AB-GAPDH inhibited by oxidized thioredoxin.",J Mol Biol,10.1016/j.jmb.2004.06.005,0022-2836
20932977,,Full-length structures of BenM and two variants reveal different oligomerization schemes for LysR-type transcriptional regulators.,J Mol Biol,10.1016/j.jmb.2010.09.053,1089-8638
34089718,,"Structural Analysis of Toxin-Neutralizing, Single-Domain Antibodies that Bridge Ricin's A-B Subunit Interface.",J Mol Biol,10.1016/j.jmb.2021.167086,1089-8638
23443661,3630853,Crystal structures of matriptase in complex with its inhibitor hepatocyte growth factor activator inhibitor-1.,J Biol Chem,10.1074/jbc.M113.454611,1083-351X
31439670,6779443,The 1.9 Å crystal structure of the extracellular matrix protein Bap1 from Vibrio cholerae provides insights into bacterial biofilm adhesion.,J Biol Chem,10.1074/jbc.RA119.008335,1083-351X
24778228,4024898,Heterodimeric coiled-coil interactions of human GABAB receptor.,Proc Natl Acad Sci U S A,10.1073/pnas.1400081111,1091-6490
23222135,3553981,Promiscuous behaviour of archaeal ribosomal proteins: implications for eukaryotic ribosome evolution.,Nucleic Acids Res,10.1093/nar/gks1259,1362-4962
23824040,3692424,A new type of Na(+)-driven ATP synthase membrane rotor with a two-carboxylate ion-coupling motif.,PLoS Biol,10.1371/journal.pbio.1001596,1545-7885
31439375,,Structural insight of the 5-(Hydroxyethyl)-methylthiazole kinase ThiM involving vitamin B1 biosynthetic pathway from the Klebsiella pneumoniae.,Biochem Biophys Res Commun,10.1016/j.bbrc.2019.08.086,1090-2104
11866528,,Crystallographic studies on human BST-1/CD157 with ADP-ribosyl cyclase and NAD glycohydrolase activities.,J Mol Biol,10.1006/jmbi.2001.5386,0022-2836
25036435,4103810,Flexibility of PCNA-protein interface accommodates differential binding partners.,PLoS One,10.1371/journal.pone.0102481,1932-6203
33972418,8158012,Wild-type α-synuclein inherits the structure and exacerbated neuropathology of E46K mutant fibril strain by cross-seeding.,Proc Natl Acad Sci U S A,10.1073/pnas.2012435118,1091-6490
37098072,10161127,Structure of the human respiratory complex II.,Proc Natl Acad Sci U S A,10.1073/pnas.2216713120,1091-6490
32374767,7202636,2.7 Å cryo-EM structure of vitrified M. musculus H-chain apoferritin from a compact 200 keV cryo-microscope.,PLoS One,10.1371/journal.pone.0232540,1932-6203
29642588,5979607,Crystal Structure of the Isocitrate Dehydrogenase 2 from Acinetobacter baumannii (AbIDH2) Reveals a Novel Dimeric Structure with Two Monomeric-IDH-Like Subunits.,Int J Mol Sci,10.3390/ijms19041131,1422-0067
19906936,2798355,Structure of the nucleoprotein binding domain of Mokola virus phosphoprotein.,J Virol,10.1128/JVI.01520-09,1098-5514
33402698,7785744,ATP synthase hexamer assemblies shape cristae of Toxoplasma mitochondria.,Nat Commun,10.1038/s41467-020-20381-z,2041-1723
26349033,4596688,Structural determinants of nuclear export signal orientation in binding to exportin CRM1.,Elife,10.7554/eLife.10034,2050-084X
26272706,4658216,Inhibiting oral intoxication of botulinum neurotoxin A complex by carbohydrate receptor mimics.,Toxicon,10.1016/j.toxicon.2015.08.003,1879-3150
11738554,,"Purification, characterization and crystallization of human placental estrone/dehydroepiandrosterone sulfatase, a membrane-bound enzyme of the endoplasmic reticulum.",J Steroid Biochem Mol Biol,10.1016/s0960-0760(01)00119-4,0960-0760
15944695,1479801,Structure of the cross-beta spine of amyloid-like fibrils.,Nature,10.1038/nature03680,1476-4687
17135273,,Crystal structure of the gamma-glutamyltranspeptidase precursor protein from Escherichia coli. Structural changes upon autocatalytic processing and implications for the maturation mechanism.,J Biol Chem,10.1074/jbc.M607490200,0021-9258
34472838,,Two-Dimensional Electronic Spectroscopy of a Minimal Photosystem I Complex Reveals the Rate of Primary Charge Separation.,J Am Chem Soc,10.1021/jacs.1c05010,1520-5126
28671682,6886523,A small-molecule allosteric inhibitor of Mycobacterium tuberculosis tryptophan synthase.,Nat Chem Biol,10.1038/nchembio.2420,1552-4469
38072042,10828601,Structural characterization and functional insights into the type II secretion system of the poly-extremophile Deinococcus radiodurans.,J Biol Chem,10.1016/j.jbc.2023.105537,1083-351X
19584060,2757235,Solution structure of human Pex5.Pex14.PTS1 protein complexes obtained by small angle X-ray scattering.,J Biol Chem,10.1074/jbc.M109.002311,1083-351X
19284997,,Human beta-2 microglobulin W60V mutant structure: Implications for stability and amyloid aggregation.,Biochem Biophys Res Commun,10.1016/j.bbrc.2009.01.116,1090-2104
10986461,,A method for differentiating proteins from nucleic acids in intermediate-resolution density maps: cryo-electron microscopy defines the quaternary structure of the Escherichia coli 70S ribosome.,Structure,10.1016/s0969-2126(00)00185-4,0969-2126
18983854,3656419,Specificity and reactivity in menaquinone biosynthesis: the structure of Escherichia coli MenD (2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexadiene-1-carboxylate synthase).,J Mol Biol,10.1016/j.jmb.2008.10.048,1089-8638
22868771,,High-resolution crystal structure of the isolated ribosomal L1 stalk.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444912020136,1399-0047
22230954,3272448,Structure of HDAC3 bound to co-repressor and inositol tetraphosphate.,Nature,10.1038/nature10728,1476-4687
28008928,5223232,Cryo-electron microscopy structures of the SARS-CoV spike glycoprotein reveal a prerequisite conformational state for receptor binding.,Cell Res,10.1038/cr.2016.152,1748-7838
11784327,,An alternative model for photosystem II/light harvesting complex II in grana membranes based on cryo-electron microscopy studies.,Eur J Biochem,10.1046/j.0014-2956.2001.02652.x,0014-2956
24742683,4140881,Structure and function of the catalytic domain of the dihydrolipoyl acetyltransferase component in Escherichia coli pyruvate dehydrogenase complex.,J Biol Chem,10.1074/jbc.M113.544080,1083-351X
34166615,8281802,Bacterial Vipp1 and PspA are members of the ancient ESCRT-III membrane-remodeling superfamily.,Cell,10.1016/j.cell.2021.05.041,1097-4172
33712691,7955051,Cryo-EM structure of the Rous sarcoma virus octameric cleaved synaptic complex intasome.,Commun Biol,10.1038/s42003-021-01855-2,2399-3642
19022251,,Molecular mechanism of agonist recognition by the ligand-binding core of the ionotropic glutamate receptor 4.,FEBS Lett,10.1016/j.febslet.2008.11.005,0014-5793
20586493,2963145,Design and synthesis of C-2 substituted thiazolo and dihydrothiazolo ring-fused 2-pyridones: pilicides with increased antivirulence activity.,J Med Chem,10.1021/jm100470t,1520-4804
21821041,3576881,The TβR-I pre-helix extension is structurally ordered in the unbound form and its flanking prolines are essential for binding.,J Mol Biol,10.1016/j.jmb.2011.07.046,1089-8638
18835274,2596593,Structure of a sigma28-regulated nonflagellar virulence protein from Campylobacter jejuni.,J Mol Biol,10.1016/j.jmb.2008.09.036,1089-8638
33865870,,Structural Basis of DEPTOR to Recognize Phosphatidic Acid Using its Tandem DEP Domains.,J Mol Biol,10.1016/j.jmb.2021.166989,1089-8638
21247895,3060485,"Galactose recognition by a tetrameric C-type lectin, CEL-IV, containing the EPN carbohydrate recognition motif.",J Biol Chem,10.1074/jbc.M110.200576,1083-351X
16893178,,The location of an engineered inter-subunit disulfide bond in factor for inversion stimulation (FIS) affects the denaturation pathway and cooperativity.,Biochemistry,10.1021/bi060672n,0006-2960
16367755,,Structure of amyloid beta fragments in aqueous environments.,FEBS J,10.1111/j.1742-4658.2005.05051.x,1742-464X
20542007,2887672,Structure of the human mTOR complex I and its implications for rapamycin inhibition.,Mol Cell,10.1016/j.molcel.2010.05.017,1097-4164
32938911,7495468,Cryo-EM structure of coronavirus-HKU1 haemagglutinin esterase reveals architectural changes arising from prolonged circulation in humans.,Nat Commun,10.1038/s41467-020-18440-6,2041-1723
22970197,3435397,Trp RNA-binding attenuation protein: modifying symmetry and stability of a circular oligomer.,PLoS One,10.1371/journal.pone.0044309,1932-6203
38470055,11005421,The recruitment of TRiC chaperonin in rotavirus viroplasms correlates with virus replication.,mBio,10.1128/mbio.00499-24,2150-7511
28471477,,Interacting motif networks located in hotspots associated with RNA release are conserved in Enterovirus capsids.,FEBS Lett,10.1002/1873-3468.12663,1873-3468
25475729,5023060,"Crystal structure and solution characterization of the thioredoxin-2 from Plasmodium falciparum, a constituent of an essential parasitic protein export complex.",Biochem Biophys Res Commun,10.1016/j.bbrc.2014.11.096,1090-2104
11137815,,Structural control of polyketide formation in plant-specific polyketide synthases.,Chem Biol,10.1016/s1074-5521(00)00041-7,1074-5521
18980319,,Structure determination of protein-protein complexes using NMR chemical shifts: case of an endonuclease colicin-immunity protein complex.,J Am Chem Soc,10.1021/ja805258z,1520-5126
22231399,3272479,Structure of a KirBac potassium channel with an open bundle crossing indicates a mechanism of channel gating.,Nat Struct Mol Biol,10.1038/nsmb.2208,1545-9985
22617327,3597442,Role of N-terminal myristylation in the structure and regulation of cAMP-dependent protein kinase.,J Mol Biol,10.1016/j.jmb.2012.05.021,1089-8638
16934832,,Crystal structure of Thermus thermophilus Delta1-pyrroline-5-carboxylate dehydrogenase.,J Mol Biol,10.1016/j.jmb.2006.07.048,0022-2836
