pmid,pmc,title,journal,doi,issn
17008370,1890378,Ca2+ sensitivity of regulated cardiac thin filament sliding does not depend on myosin isoform.,J Physiol,10.1113/jphysiol.2006.120105,0022-3751
32710413,,Using RNA Affinity Purification Followed by Mass Spectrometry to Identify RNA-Binding Proteins (RBPs).,Methods Mol Biol,10.1007/978-1-0716-0712-1_14,1940-6029
24533825,3942106,Proteomic analysis of human osteoarthritis synovial fluid.,Clin Proteomics,10.1186/1559-0275-11-6,1542-6416
30703481,,SIRT5-mediated SDHA desuccinylation promotes clear cell renal cell carcinoma tumorigenesis.,Free Radic Biol Med,10.1016/j.freeradbiomed.2019.01.030,1873-4596
35779632,9356269,A purified energy-converting hydrogenase from Thermoanaerobacter kivui demonstrates coupled H<sup>+</sup>-translocation and reduction in vitro.,J Biol Chem,10.1016/j.jbc.2022.102216,1083-351X
22081327,,Purification and characterization of a mannose recognition lectin from Oreochromis niloticus (tilapia fish): cytokine production in mice splenocytes.,Appl Biochem Biotechnol,10.1007/s12010-011-9438-1,1559-0291
25419715,4242679,TRIM28 and β-actin identified via nanobody-based reverse proteomics approach as possible human glioblastoma biomarkers.,PLoS One,10.1371/journal.pone.0113688,1932-6203
22665303,,SILAC for the study of mammalian cell lines and yeast protein complexes.,Methods Mol Biol,10.1007/978-1-61779-885-6_14,1940-6029
30550790,6474419,Comparative Flavivirus-Host Protein Interaction Mapping Reveals Mechanisms of Dengue and Zika Virus Pathogenesis.,Cell,10.1016/j.cell.2018.11.028,1097-4172
16263699,,Elucidation of N-glycosylation sites on human platelet proteins: a glycoproteomic approach.,Mol Cell Proteomics,10.1074/mcp.M500324-MCP200,1535-9476
16565393,,The C terminus of lens aquaporin 0 interacts with the cytoskeletal proteins filensin and CP49.,Invest Ophthalmol Vis Sci,10.1167/iovs.05-1313,0146-0404
26912668,4858945,In Vivo Interaction Proteomics in Caenorhabditis elegans Embryos Provides New Insights into P Granule Dynamics.,Mol Cell Proteomics,10.1074/mcp.M115.053975,1535-9484
39045341,11263976,Optimization of ultracentrifugation-based method to enhance the purity and proteomic profiling depth of plasma-derived extracellular vesicles and particles.,J Extracell Biol,10.1002/jex2.167,2768-2811
29774024,5943503,Quantification of HLA-DM-Dependent Major Histocompatibility Complex of Class II Immunopeptidomes by the Peptide Landscape Antigenic Epitope Alignment Utility.,Front Immunol,10.3389/fimmu.2018.00872,1664-3224
16419016,,Proteomic analysis of high-density lipoprotein.,Proteomics,10.1002/pmic.200500191,1615-9853
33968009,8098808,Viral-Host Interactome Analysis Reveals Chicken STAU2 Interacts With Non-structural Protein 1 and Promotes the Replication of H5N1 Avian Influenza Virus.,Front Immunol,10.3389/fimmu.2021.590679,1664-3224
22465714,,Targeted functional analysis of p300 coactivator in Wnt/β-catenin signaling pathway using phosphoproteomic and biochemical approaches.,J Proteomics,10.1016/j.jprot.2012.03.009,1876-7737
11320138,,Analysis of the structure-function relationship of the S-layer protein SbsC of Bacillus stearothermophilus ATCC 12980 by producing truncated forms.,Microbiology (Reading),10.1099/00221287-147-5-1353,1350-0872
32163400,,[A Qualitative Proteome-Wide Lysine Succinylation Profiling of Tea Revealed its Involvement in Primary Metabolism].,Mol Biol (Mosk),10.31857/S0026898420010127,0026-8984
29508533,,Comparison of the MHC I Immunopeptidome Repertoire of B-Cell Lymphoblasts Using Two Isolation Methods.,Proteomics,10.1002/pmic.201700251,1615-9861
22528498,3370191,Protein kinase C-δ negatively regulates T cell receptor-induced NF-κB activation by inhibiting the assembly of CARMA1 signalosome.,J Biol Chem,10.1074/jbc.M111.335463,1083-351X
15537792,,"Isolation, characterization, and extra-embryonic secretion of the Xenopus laevis embryonic epidermal lectin, XEEL.",Glycobiology,10.1093/glycob/cwi010,0959-6658
28561026,5460035,R2TP/Prefoldin-like component RUVBL1/RUVBL2 directly interacts with ZNHIT2 to regulate assembly of U5 small nuclear ribonucleoprotein.,Nat Commun,10.1038/ncomms15615,2041-1723
15263855,,Towards higher-throughput membrane protein production for structural genomics initiatives.,J Struct Funct Genomics,10.1023/B:JSFG.0000029201.33710.46,1345-711X
28595106,,Development and validation of a bioanalytical method based on LC-MS/MS analysis for the quantitation of CIGB-814 peptide in plasma from Rheumatoid Arthritis patients.,J Pharm Biomed Anal,10.1016/j.jpba.2017.05.030,1873-264X
21212787,,Characterization of the prime and non-prime active site specificities of proteases by proteome-derived peptide libraries and tandem mass spectrometry.,Nat Protoc,10.1038/nprot.2010.178,1750-2799
15502818,,Quantitative analysis of allosteric drug-protein binding by biointeraction chromatography.,Nat Biotechnol,10.1038/nbt1022,1087-0156
19119138,2689760,Selectivity in enrichment of cAMP-dependent protein kinase regulatory subunits type I and type II and their interactors using modified cAMP affinity resins.,Mol Cell Proteomics,10.1074/mcp.M800226-MCP200,1535-9484
17185017,,"Physical, biochemical and functional characterization of haemoglobin from three strains of Artemia.",Comp Biochem Physiol A Mol Integr Physiol,10.1016/j.cbpa.2006.10.038,1095-6433
19658107,,"Human plasma carboxylesterase 1, a novel serologic biomarker candidate for hepatocellular carcinoma.",Proteomics,10.1002/pmic.200900105,1615-9861
18304426,,[A quantitative analysis of mitochondrial protein differential expressions in hydroxycamptothecin-treated hepatoma cells].,Zhonghua Gan Zang Bing Za Zhi,,1007-3418
33581340,9880814,Global Profiling of 2-hydroxyisobutyrylome in Common Wheat.,Genomics Proteomics Bioinformatics,10.1016/j.gpb.2020.06.008,2210-3244
12180984,,Functional characterization of the maltose ATP-binding-cassette transporter of Salmonella typhimurium by means of monoclonal antibodies directed against the MalK subunit.,Eur J Biochem,10.1046/j.1432-1033.2002.03099.x,0014-2956
22147731,3277773,Protein expression signatures for inhibition of epidermal growth factor receptor-mediated signaling.,Mol Cell Proteomics,10.1074/mcp.M111.015222,1535-9484
21637204,,Monitoring protein expression in whole-cell extracts by targeted label- and standard-free LC-MS/MS.,Nat Protoc,10.1038/nprot.2011.333,1750-2799
10805526,,"Quantitative affinity chromatographic studies of mitochondrial cytochrome c binding to bacterial photosynthetic reaction center, reconstituted in liposome membranes and immobilized by detergent dialysis and avidin--biotin binding.",Anal Biochem,10.1006/abio.1999.4474,0003-2697
27983778,,Facile Synthesis of Mesocrystalline SnO<sub>2</sub> Nanorods on Reduced Graphene Oxide Sheets: An Appealing Multifunctional Affinity Probe for Sequential Enrichment of Endogenous Peptides and Phosphopeptides.,ACS Appl Mater Interfaces,10.1021/acsami.6b14597,1944-8252
34247113,,HP0487 contributes to the virulence of Streptococcus suis serotype 2 by mediating bacterial adhesion and anti-phagocytosis to neutrophils.,Vet Microbiol,10.1016/j.vetmic.2021.109164,1873-2542
19573021,,"Proteomic analysis reveals novel binding partners of dysbindin, a schizophrenia-related protein.",J Neurochem,10.1111/j.1471-4159.2009.06257.x,1471-4159
24322766,,Optimized expression in Pichia pastoris eliminates common protein contaminants from subsequent His-tag purification.,Biotechnol Lett,10.1007/s10529-013-1411-3,1573-6776
18269789,,Retrospective detection of sulfur mustard exposure by mass spectrometric analysis of adducts to albumin and hemoglobin: an in vivo study.,J Anal Toxicol,10.1093/jat/32.1.25,0146-4760
21043528,3033704,Lesson from the stoichiometry determination of the cohesin complex: a short protease mediated elution increases the recovery from cross-linked antibody-conjugated beads.,J Proteome Res,10.1021/pr100927x,1535-3907
34132035,,Quantitative proteomics reveals arsenic attenuates stem-loop binding protein stability via a chaperone complex containing heat shock proteins and ERp44.,Proteomics,10.1002/pmic.202100035,1615-9861
19156764,,Two-dimensional phosphate-affinity gel electrophoresis for the analysis of phosphoprotein isotypes.,Electrophoresis,10.1002/elps.200800386,1522-2683
24129742,,Cost-effective isobaric tagging for quantitative phosphoproteomics using DiART reagents.,Mol Biosyst,10.1039/c3mb70358d,1742-2051
20211252,,Traces of pFc' in IVIG interact with human IgG Fc domains and counteract aggregation.,Eur J Pharm Sci,10.1016/j.ejps.2010.03.001,1879-0720
18369862,,Reducing the complexity of the Escherichia coli proteome by chromatography on reactive dye columns.,Methods Mol Biol,10.1007/978-1-60327-064-9_15,1064-3745
12298090,,Tagless extraction-retentate chromatography: a new global protein digestion strategy for monitoring differential protein expression.,Electrophoresis,10.1002/1522-2683(200209)23:18<3182::AID-ELPS3182>3.0.CO;2-5,0173-0835
19302243,2759484,Antigenic stimulation with cytochrome P450 2J expressed in mouse hepatocellular carcinoma cells regulates host anti-tumour immunity.,Clin Exp Immunol,10.1111/j.1365-2249.2009.03900.x,1365-2249
31685780,,Identification and Assessments of Novel and Potent Small-Molecule Inhibitors of EED-EZH2 Interaction of Polycomb Repressive Complex 2 by Computational Methods and Biological Evaluations.,Chem Pharm Bull (Tokyo),10.1248/cpb.c19-00550,1347-5223
19007241,,Functional nanoparticle-based proteomic strategies for characterization of pathogenic bacteria.,Anal Chem,10.1021/ac802042x,1520-6882
10801794,,The human 26 S and 20 S proteasomes generate overlapping but different sets of peptide fragments from a model protein substrate.,J Biol Chem,10.1074/jbc.M000740200,0021-9258
15253427,,Sequential Peptide Affinity (SPA) system for the identification of mammalian and bacterial protein complexes.,J Proteome Res,10.1021/pr034084x,1535-3893
36359195,9687860,Differential Affinity Chromatography Coupled to Mass Spectrometry: A Suitable Tool to Identify Common Binding Proteins of a Broad-Range Antimicrobial Peptide Derived from Leucinostatin.,Biomedicines,10.3390/biomedicines10112675,2227-9059
27705803,,A High-Density Map for Navigating the Human Polycomb Complexome.,Cell Rep,10.1016/j.celrep.2016.08.096,2211-1247
25651128,,An affinity reagent for the recognition of pyrophosphorylated peptides.,Angew Chem Int Ed Engl,10.1002/anie.201411232,1521-3773
10651638,,Glutamate synthase: identification of the NADPH-binding site by site-directed mutagenesis.,Biochemistry,10.1021/bi9920329,0006-2960
17095230,3208330,Programmable oligomers targeting 5'-GGGG-3' in the minor groove of DNA and NF-kappaB binding inhibition.,Bioorg Med Chem,10.1016/j.bmc.2006.10.051,0968-0896
18709185,,Development of phosphopeptide enrichment techniques for phosphoproteome analysis.,Analyst,10.1039/b806775a,1364-5528
16415032,1346966,Mass spectrometric analyses of purified rhesus monkey rhadinovirus reveal 33 virion-associated proteins.,J Virol,10.1128/JVI.80.3.1574-1583.2006,0022-538X
10840031,,Complexes of the G protein subunit gbeta 5 with the regulators of G protein signaling RGS7 and RGS9. Characterization in native tissues and in transfected cells.,J Biol Chem,10.1074/jbc.M001535200,0021-9258
38533537,,"Network Pharmacology Approach to Identify the Calotropis Phytoconstituents' Potential Epileptic Targets and Evaluation of Molecular Docking, MD Simulation, and MM-PBSA Performance.",Chem Biodivers,10.1002/cbdv.202400255,1612-1880
24014404,,Identification of deacetylase substrates with the biotin switch approach.,Methods Mol Biol,10.1007/978-1-62703-637-5_9,1940-6029
30477445,6258439,Comprehensive proteome analyses of lysine acetylation in tea leaves by sensing nitrogen nutrition.,BMC Genomics,10.1186/s12864-018-5250-4,1471-2164
15247319,,The nicotinic receptor in the rat pineal gland is an alpha3beta4 subtype.,Mol Pharmacol,10.1124/mol.104.002345,0026-895X
18499697,,A Bayesian estimator of protein-protein association probabilities.,Bioinformatics,10.1093/bioinformatics/btn238,1367-4811
30797478,,Biochemical characterization of peptidylarginine deiminase-like orthologs from thermotolerant Emericella dentata and Aspergillus nidulans.,Enzyme Microb Technol,10.1016/j.enzmictec.2019.02.004,1879-0909
37055530,10462714,Inhibition of USP10 induces myeloma cell apoptosis by promoting cyclin D3 degradation.,Acta Pharmacol Sin,10.1038/s41401-023-01083-w,1745-7254
16547521,,The KLHL12-Cullin-3 ubiquitin ligase negatively regulates the Wnt-beta-catenin pathway by targeting Dishevelled for degradation.,Nat Cell Biol,10.1038/ncb1381,1465-7392
20377246,,Lectin-based enrichment method for glycoproteomics using hollow fiber flow field-flow fractionation: application to Streptococcus pyogenes.,J Proteome Res,10.1021/pr900937w,1535-3907
16237735,,Towards a human proteome atlas: high-throughput generation of mono-specific antibodies for tissue profiling.,Proteomics,10.1002/pmic.200500072,1615-9853
23307819,,Visceral adipose tissue-derived serine proteinase inhibitor inhibits apoptosis of endothelial cells as a ligand for the cell-surface GRP78/voltage-dependent anion channel complex.,Circ Res,10.1161/CIRCRESAHA.111.300049,1524-4571
20568813,,Organic-inorganic hybrid silica monolith based immobilized titanium ion affinity chromatography column for analysis of mitochondrial phosphoproteome.,J Proteome Res,10.1021/pr100294z,1535-3907
17627934,,A metal-coded affinity tag approach to quantitative proteomics.,Mol Cell Proteomics,10.1074/mcp.M700152-MCP200,1535-9476
19161838,,Co-immunopurification of multiprotein complexes containing RNA-degrading enzymes.,Methods Enzymol,10.1016/S0076-6879(08)02204-0,1557-7988
24158500,3948571,Cloning and expression analysis of a novel high-mobility group box 2 homologue from Lampetra japonica.,Fish Physiol Biochem,10.1007/s10695-013-9871-x,1573-5168
37463457,,Switchable DNA Catalysts for Proximity Labeling at Sites of Protein-Protein Interactions.,J Am Chem Soc,10.1021/jacs.3c05578,1520-5126
32712114,,Global quantitative phosphoproteome reveals phosphorylation network of bovine lung tissue altered by Mycobacterium bovis.,Microb Pathog,10.1016/j.micpath.2020.104402,1096-1208
18837466,,Analysis of protein phosphorylation by monolithic extraction columns based on poly(divinylbenzene) containing embedded titanium dioxide and zirconium dioxide nano-powders.,Proteomics,10.1002/pmic.200800448,1615-9861
26223664,,Native gel analysis of macromolecular protein complexes in cultured mammalian cells.,Proteomics,10.1002/pmic.201500045,1615-9861
12166649,1370311,One-step affinity purification of the yeast ribosome and its associated proteins and mRNAs.,RNA,10.1017/s1355838202026018,1355-8382
25167057,,A generic protocol for the purification and characterization of water-soluble complexes of affinity-tagged proteins and lipids.,Nat Protoc,10.1038/nprot.2014.148,1750-2799
17349627,,Properties of recombinant glycine decarboxylase P- and H-protein subunits from the cyanobacterium Synechocystis sp. strain PCC 6803.,FEBS Lett,10.1016/j.febslet.2007.02.037,0014-5793
17263853,,Escherichia coli dinJ-yafQ genes act as a toxin-antitoxin module.,FEMS Microbiol Lett,10.1111/j.1574-6968.2006.00563.x,0378-1097
19879159,,"Cloning, high level expression and immunogenicity of 1163-1256 residues of C-terminal heavy chain of C. botulinum neurotoxin type E.",Biologicals,10.1016/j.biologicals.2009.09.008,1095-8320
38240126,,Factors affecting product association as a mechanism of host-cell protein persistence in bioprocessing.,Biotechnol Bioeng,10.1002/bit.28658,1097-0290
16854842,1850944,Evaluation of multiprotein immunoaffinity subtraction for plasma proteomics and candidate biomarker discovery using mass spectrometry.,Mol Cell Proteomics,10.1074/mcp.T600039-MCP200,1535-9476
27286769,,Selective molecularly imprinted polymer combined with restricted access material for in-tube SPME/UHPLC-MS/MS of parabens in breast milk samples.,Anal Chim Acta,10.1016/j.aca.2016.05.027,1873-4324
15142543,,Design and synthesis of novel hydrophilic spacers for the reduction of nonspecific binding proteins on affinity resins.,Bioorg Med Chem,10.1016/j.bmc.2004.03.052,0968-0896
26456817,,A Scalable Genome-Editing-Based Approach for Mapping Multiprotein Complexes in Human Cells.,Cell Rep,10.1016/j.celrep.2015.09.009,2211-1247
29550370,,An anti-peptide monoclonal antibody recognizing the tobacco etch virus protease-cleavage sequence and its application to a tandem tagging system.,Protein Expr Purif,10.1016/j.pep.2018.03.004,1096-0279
28673317,5496436,The ubiquitin-conjugating enzyme UBE2O modulates c-Maf stability and induces myeloma cell apoptosis.,J Hematol Oncol,10.1186/s13045-017-0499-7,1756-8722
11976063,,Purification and characterisation of glutathione S-transferases from the freshwater clam Corbicula fluminea (Müller).,Comp Biochem Physiol C Toxicol Pharmacol,10.1016/s1532-0456(02)00039-x,1532-0456
16571104,1513285,Dihydroceramide:sphinganine C-4-hydroxylation requires Des2 hydroxylase and the membrane form of cytochrome b5.,Biochem J,10.1042/BJ20051938,1470-8728
24948787,4132184,Proteomic analysis reveals CACN-1 is a component of the spliceosome in Caenorhabditis elegans.,G3 (Bethesda),10.1534/g3.114.012013,2160-1836
21933130,,Identification of heterotrimeric G protein α and β subunits in rice.,Protein Pept Lett,10.2174/092986612799363190,1875-5305
19768218,,Identification of Pseudomonas aeruginosa using functional magnetic nanoparticle-based affinity capture combined with MALDI MS analysis.,Analyst,10.1039/b908069d,1364-5528
16081505,,"High-resolution serum proteomic profiling of Alzheimer disease samples reveals disease-specific, carrier-protein-bound mass signatures.",Clin Chem,10.1373/clinchem.2005.053090,0009-9147
12012231,,Structure and function of an early divergent form of laminin in hydra: a structurally conserved ECM component that is essential for epithelial morphogenesis.,Dev Genes Evol,10.1007/s00427-002-0225-4,0949-944X
15314146,506994,Modulation of the Leishmania donovani peroxin 5 quaternary structure by peroxisomal targeting signal 1 ligands.,Mol Cell Biol,10.1128/MCB.24.17.7331-7344.2004,0270-7306
23750785,3832424,Characterization of molecules binding to the 70K N-terminal region of fibronectin by IFAST purification coupled with mass spectrometry.,J Proteome Res,10.1021/pr400225p,1535-3907
20443765,,A multi-scale parameterization approach of peptides for quantitative sequence-activity models.,Protein Pept Lett,10.2174/092986610791112738,1875-5305
21626189,,Absolute protein quantification by LC-ICP-MS using MeCAT peptide labeling.,Anal Bioanal Chem,10.1007/s00216-011-5104-2,1618-2650
29995110,6037046,Structural insights into Plasmodium falciparum nicotinamide mononucleotide adenylyltransferase: oligomeric assembly.,Mem Inst Oswaldo Cruz,10.1590/0074-02760180073,1678-8060
28490597,5512260,Molluscum Contagiosum Virus Protein MC005 Inhibits NF-κB Activation by Targeting NEMO-Regulated IκB Kinase Activation.,J Virol,10.1128/JVI.00545-17,1098-5514
20728429,2957832,Isolation and characterization of the core single-stranded DNA-binding domain of purine-rich element binding protein B (Purβ).,Biochem Biophys Res Commun,10.1016/j.bbrc.2010.08.059,1090-2104
34919167,8683389,The monofunctional CO dehydrogenase CooS is essential for growth of Thermoanaerobacter kivui on carbon monoxide.,Extremophiles,10.1007/s00792-021-01251-y,1433-4909
24401092,3985883,Bacillus subtilis class Ib ribonucleotide reductase: high activity and dynamic subunit interactions.,Biochemistry,10.1021/bi401056e,1520-4995
21427232,3098606,A perturbed ubiquitin landscape distinguishes between ubiquitin in trafficking and in proteolysis.,Mol Cell Proteomics,10.1074/mcp.M111.009753,1535-9484
18370027,,Purification and proteomic analysis of 20S proteasomes from human cells.,Methods Mol Biol,10.1007/978-1-59745-028-7_21,1064-3745
22956099,3640821,Immunoisolation of protein complexes from Xenopus.,Methods Mol Biol,10.1007/978-1-61779-992-1_21,1940-6029
32553055,,Y-Box-Binding Protein 3 (YBX3) Restricts Influenza A Virus by Interacting with Viral Ribonucleoprotein Complex and Imparing its Function.,J Gen Virol,10.1099/jgv.0.001390,1465-2099
22068330,3261712,Modularity and hormone sensitivity of the Drosophila melanogaster insulin receptor/target of rapamycin interaction proteome.,Mol Syst Biol,10.1038/msb.2011.79,1744-4292
16317005,,The Schizosaccharomyces pombe replication inhibitor Spd1 regulates ribonucleotide reductase activity and dNTPs by binding to the large Cdc22 subunit.,J Biol Chem,10.1074/jbc.M511716200,0021-9258
19562823,,Cysteine-capped ZnSe quantum dots as affinity and accelerating probes for microwave enzymatic digestion of proteins via direct matrix-assisted laser desorption/ionization time-of-flight mass spectrometric analysis.,Rapid Commun Mass Spectrom,10.1002/rcm.4137,1097-0231
31858480,,Single Step Purification of Glycogen Synthase Kinase Isoforms from Small Scale Transient Expression in HEK293 Cells with a Calcium-Dependent Fragment Complementation System.,Methods Mol Biol,10.1007/978-1-0716-0191-4_22,1940-6029
28363871,,Impact of antibody subclass and disulfide isoform differences on the biological activity of CD200R and βklotho agonist antibodies.,Biochem Biophys Res Commun,10.1016/j.bbrc.2017.03.145,1090-2104
26275591,,Anti-citrullinated protein antibodies promote apoptosis of mature human Saos-2 osteoblasts via cell-surface binding to citrullinated heat shock protein 60.,Immunobiology,10.1016/j.imbio.2015.07.019,1878-3279
18381693,,Preparation of nitrocellulose (NC) immuno-affinity membrane for purification of rAPC antibody.,J Sep Sci,10.1002/jssc.200700508,1615-9314
27837491,,Recombinant Expression and Purification of the Shigella Translocator IpaB.,Methods Mol Biol,10.1007/978-1-4939-6649-3_15,1940-6029
28766289,,Purification of mRNA Processing Complexes Using an RNA Affinity Approach.,Methods Mol Biol,10.1007/978-1-4939-7204-3_5,1940-6029
16367744,,Effect of mutations K97A and E128A on RNA binding and self assembly of papaya mosaic potexvirus coat protein.,FEBS J,10.1111/j.1742-4658.2005.05033.x,1742-464X
34068790,8126250,Proteomic Identification of Bombyx mori Organelles Using the Engineered Ascorbate Peroxidase APEX and Development of Silkworm Organelle Proteome Database (SilkOrganPDB).,Int J Mol Sci,10.3390/ijms22095051,1422-0067
24382491,,Identification of proteins that form specific complexes with the highly conserved protein Translin in Schizosaccharomyces pombe.,Biochim Biophys Acta,10.1016/j.bbapap.2013.12.016,0006-3002
26615146,,"A bifunctional α-amylase/trypsin inhibitor from pigeonpea seeds: Purification, biochemical characterization and its bio-efficacy against Helicoverpa armigera.",Pestic Biochem Physiol,10.1016/j.pestbp.2015.06.007,1095-9939
14536070,,A 3' exonuclease that specifically interacts with the 3' end of histone mRNA.,Mol Cell,10.1016/s1097-2765(03)00278-8,1097-2765
12823808,,The interaction of Slt2 MAP kinase with Knr4 is necessary for signalling through the cell wall integrity pathway in Saccharomyces cerevisiae.,Mol Microbiol,10.1046/j.1365-2958.2003.03541.x,0950-382X
17439971,1888825,Escherichia coli ribosomal protein L20 binds as a single monomer to its own mRNA bearing two potential binding sites.,Nucleic Acids Res,10.1093/nar/gkm197,1362-4962
29281090,,"Novel reagents for human prolactin research: large-scale preparation and characterization of prolactin receptor extracellular domain, non-pegylated and pegylated prolactin and prolactin receptor antagonist.",Protein Eng Des Sel,10.1093/protein/gzx062,1741-0134
36126774,9582733,Transcription factor Zbtb1 interacts with bridging factor Lmo2 and maintains the T-lineage differentiation capacity of lymphoid progenitor cells.,J Biol Chem,10.1016/j.jbc.2022.102506,1083-351X
36711836,9882154,Next-generation interaction proteomics for quantitative Jumbophage-bacteria interaction mapping.,bioRxiv,10.1101/2023.01.13.523954,2692-8205
20960130,,Thylakoid phosphoproteins: identification of phosphorylation sites.,Methods Mol Biol,10.1007/978-1-60761-925-3_15,1940-6029
32808224,,"Simultaneous, Quantitative Characterization of Protein ADP-Ribosylation and Protein Phosphorylation in Macrophages.",Methods Mol Biol,10.1007/978-1-0716-0802-9_11,1940-6029
16193230,,"Cellulase activity of a haloalkaliphilic anaerobic bacterium, strain Z-7026.",Extremophiles,10.1007/s00792-005-0472-1,1431-0651
36588523,,Herbicidal Active Compound Ferulic Acid Ethyl Ester Affects Fatty Acid Synthesis by Targeting the 3-Ketoacyl-Acyl Carrier Protein Synthase I (KAS I).,J Agric Food Chem,10.1021/acs.jafc.2c07214,1520-5118
33153009,7663155,Comparative Ubiquitome Analysis under Heat Stress Reveals Diverse Functions of Ubiquitination in Saccharina japonica.,Int J Mol Sci,10.3390/ijms21218210,1422-0067
39026768,11257600,Proteostasis Landscapes of Selective versus Poorly Responsive CFTR Variants Reveals Structural Vulnerabilities to Correction.,bioRxiv,10.1101/2024.07.10.602964,2692-8205
36082367,9411015,DSP-crosslinking and Immunoprecipitation to Isolate Weak Protein Complex.,Bio Protoc,10.21769/BioProtoc.4478,2331-8325
16061792,1182135,"Association of the human papillomavirus type 16 E7 oncoprotein with the 600-kDa retinoblastoma protein-associated factor, p600.",Proc Natl Acad Sci U S A,10.1073/pnas.0505337102,0027-8424
10806380,,High yield purification and physico-chemical properties of full-length recombinant allelic variants of sheep prion protein linked to scrapie susceptibility.,Eur J Biochem,10.1046/j.1432-1033.2000.01347.x,0014-2956
31182303,,Layer-by-layer assembled magnetic bimetallic metal-organic framework composite for global phosphopeptide enrichment.,J Chromatogr A,10.1016/j.chroma.2019.05.010,1873-3778
10998354,1221342,The protein kinase A catalytic subunit Cbeta2: molecular characterization and distribution of the splice variant.,Biochem J,10.1042/0264-6021:3510123,0264-6021
25394399,4288255,Comprehensive and reproducible phosphopeptide enrichment using iron immobilized metal ion affinity chromatography (Fe-IMAC) columns.,Mol Cell Proteomics,10.1074/mcp.M114.043109,1535-9484
26826234,4959501,Activity-Based Protein Profiling of Ammonia Monooxygenase in Nitrosomonas europaea.,Appl Environ Microbiol,10.1128/AEM.03556-15,1098-5336
34014516,,A Computational Protocol to Analyze PDZ/PBM Affinity Data Obtained by High-Throughput Holdup Assay.,Methods Mol Biol,10.1007/978-1-0716-1166-1_4,1940-6029
19048102,2585475,Engineering a novel multifunctional green fluorescent protein tag for a wide variety of protein research.,PLoS One,10.1371/journal.pone.0003822,1932-6203
19563116,,Isolation of recombinant DNA elongation proteins.,Methods Mol Biol,10.1007/978-1-60327-815-7_19,1064-3745
23413032,3617274,The platform protein is essential for type IV pilus biogenesis.,J Biol Chem,10.1074/jbc.M113.453506,1083-351X
22129742,,Comparative and chemical proteomic approaches reveal gatifloxacin deregulates enzymes involved in glucose metabolism.,J Toxicol Sci,10.2131/jts.36.787,1880-3989
16522631,,Corynebacterial protein kinase G controls 2-oxoglutarate dehydrogenase activity via the phosphorylation status of the OdhI protein.,J Biol Chem,10.1074/jbc.M512515200,0021-9258
38380575,,Ethyl acetate fraction of Osmanthus fragrans var. aurantiacus and its triterpenoids suppress proliferation and survival of colorectal cancer cells by inhibiting NF-κB and COX2.,J Ethnopharmacol,10.1016/j.jep.2023.117362,1872-7573
31626733,,Stochastic Protein Alkylation by Antimalarial Peroxides.,ACS Infect Dis,10.1021/acsinfecdis.9b00264,2373-8227
19731963,,In-depth profiling of post-translational modifications on the related transcription factor complexes TFIID and SAGA.,J Proteome Res,10.1021/pr900449e,1535-3907
17275824,2939717,Characterization of the RNA polymerase II and III complexes in Leishmania major.,Int J Parasitol,10.1016/j.ijpara.2006.11.019,0020-7519
22983987,3486028,Stable transfection of the diplomonad parasite Spironucleus salmonicida.,Eukaryot Cell,10.1128/EC.00179-12,1535-9786
17979178,,A novel tandem affinity purification strategy for the efficient isolation and characterisation of native protein complexes.,Proteomics,10.1002/pmic.200700038,1615-9853
30710027,,Tandem Immunoaffinity Purification Using Anti-FLAG and Anti-HA Antibodies.,Cold Spring Harb Protoc,10.1101/pdb.prot098657,1559-6095
23416138,3672349,The non-coding B2 RNA binds to the DNA cleft and active-site region of RNA polymerase II.,J Mol Biol,10.1016/j.jmb.2013.01.035,1089-8638
35816513,9273094,A protein-protein interaction map reveals that the Coxiella burnetii effector CirB inhibits host proteasome activity.,PLoS Pathog,10.1371/journal.ppat.1010660,1553-7374
33270202,,Drug Affinity Responsive Target Stability (DARTS ) Assay to Detect Interaction Between a Purified Protein and a Small Molecule.,Methods Mol Biol,10.1007/978-1-0716-0954-5_15,1940-6029
11829480,,"Molecular basis of bird respiration: primary hemoglobin structure component from Tufted duck (Aythya fuligula, Anseriformes)--role of alpha99Arg in formation of a complex salt bridge network.",Biochem Biophys Res Commun,10.1006/bbrc.2002.6399,0006-291X
35770070,9234146,Characterization of the B-Cell Epitopes of Echinococcus granulosus Histones H4 and H2A Recognized by Sera From Patients With Liver Cysts.,Front Cell Infect Microbiol,10.3389/fcimb.2022.901994,2235-2988
28241399,5405429,Biolayer interferometry of lipid nanodisc-reconstituted yeast vacuolar H<sup>+</sup> -ATPase.,Protein Sci,10.1002/pro.3143,1469-896X
17879999,,Statistical identification of differentially labeled peptides from liquid chromatography tandem mass spectrometry.,Proteomics,10.1002/pmic.200601034,1615-9853
24598921,3944696,Crystallization and preliminary X-ray study of TsiV3 from Vibrio cholerae.,Acta Crystallogr F Struct Biol Commun,10.1107/S2053230X14001599,2053-230X
15538777,,Hydrophilic affinity isolation and MALDI multiple-stage tandem mass spectrometry of glycopeptides for glycoproteomics.,Anal Chem,10.1021/ac049062o,0003-2700
30028870,6054424,Expression and purification of a functional heteromeric GABAA receptor for structural studies.,PLoS One,10.1371/journal.pone.0201210,1932-6203
