File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
oa_package/a0/36/PMC11754625.tar.gz,Sci Data. 2025 Jan 22; 12:131,PMC11754625,2025-01-28 23:25:31,39843438.0,CC BY
oa_package/ff/76/PMC11761362.tar.gz,Food Sci Nutr. 2025 Jan 24; 13(1):e4688,PMC11761362,2025-01-27 04:25:15,39867835.0,CC BY
oa_package/de/39/PMC11765251.tar.gz,Foods. 2025 Jan 15; 14(2):257,PMC11765251,2025-01-31 05:25:44,39856923.0,CC BY
oa_package/d1/f8/PMC11767298.tar.gz,Molecules. 2025 Jan 17; 30(2):376,PMC11767298,2025-01-31 06:25:15,39860251.0,CC BY
oa_package/92/9f/PMC11768129.tar.gz,Plants (Basel). 2025 Jan 7; 14(2):156,PMC11768129,2025-01-31 06:25:15,39861510.0,CC BY
oa_package/0e/51/PMC11768161.tar.gz,Plants (Basel). 2025 Jan 18; 14(2):272,PMC11768161,2025-01-31 06:25:15,39861622.0,CC BY
oa_package/28/00/PMC11770543.tar.gz,Heliyon. 2025 Jan 5; 11(2):e41685,PMC11770543,2025-01-31 08:25:34,39872448.0,CC BY-NC-ND
oa_package/78/a1/PMC11772324.tar.gz,Plant Biotechnol J. 2024 Dec 10; 23(2):412-429,PMC11772324,2025-01-31 10:25:37,39659019.0,CC BY
oa_package/59/9d/PMC11779732.tar.gz,Front Plant Sci. 2025 Jan 16; 15:1487794,PMC11779732,2025-02-03 12:25:28,39886687.0,CC BY
oa_package/c6/01/PMC11779805.tar.gz,Sci Data. 2025 Jan 29; 12:174,PMC11779805,2025-02-03 12:25:28,39880806.0,CC BY-NC-ND
oa_package/18/74/PMC11780675.tar.gz,Front Plant Sci. 2025 Jan 6; 15:1505193,PMC11780675,2025-02-14 13:25:15,39886678.0,CC BY
oa_package/11/f4/PMC11782929.tar.gz,F1000Res. 2025 Feb 10; 13:1348,PMC11782929,2025-02-13 15:25:47,39895945.0,CC BY
oa_package/d7/b9/PMC11786733.tar.gz,Heliyon. 2025 Jan 10; 11(2):e41903,PMC11786733,2025-02-11 12:25:20,39897796.0,CC BY
oa_package/18/42/PMC11788002.tar.gz,J Inherit Metab Dis. 2025 Mar 2; 48(2):e70002,PMC11788002,2025-02-11 12:25:20,39894675.0,CC BY-NC-ND
oa_package/20/81/PMC11788377.tar.gz,Front Plant Sci. 2025 Jan 20; 15:1515060,PMC11788377,2025-02-11 12:25:20,39902205.0,CC BY
oa_package/e8/39/PMC11788740.tar.gz,Food Chem X. 2025 Jan 20; 25:102201,PMC11788740,2025-02-11 12:25:20,39901945.0,CC BY-NC-ND
oa_package/b1/d8/PMC11791064.tar.gz,Sci Rep. 2025 Feb 3; 15:4144,PMC11791064,2025-03-25 20:25:14,39900680.0,CC BY
oa_package/a9/de/PMC11798988.tar.gz,Front Plant Sci. 2025 Jan 23; 16:1494621,PMC11798988,2025-02-11 16:25:28,39916778.0,CC BY
oa_package/38/18/PMC11799051.tar.gz,Inflammopharmacology. 2025 Jan 13; 33(1):381-399,PMC11799051,2025-02-11 16:25:28,39806052.0,CC BY-NC-ND
oa_package/ca/fc/PMC11807822.tar.gz,Front Nutr. 2025 Jan 27; 12:1518525,PMC11807822,2025-02-12 05:25:44,39931370.0,CC BY
oa_package/9f/a9/PMC11808718.tar.gz,Heliyon. 2025 Jan 24; 11(3):e42250,PMC11808718,2025-02-12 13:25:17,39931488.0,CC BY
oa_package/a1/be/PMC11813132.tar.gz,PLoS One. 2025 Feb 11; 20(2):e0318255,PMC11813132,2025-02-14 01:25:14,39932991.0,CC BY
oa_package/ed/f9/PMC11814155.tar.gz,Front Microbiol. 2025 Jan 29; 15:1512027,PMC11814155,2025-02-15 07:25:37,39943965.0,CC BY
oa_package/77/e6/PMC11818755.tar.gz,Int J Mol Sci. 2025 Feb 6; 26(3):1361,PMC11818755,2025-02-15 23:25:26,39941134.0,CC BY
oa_package/ee/42/PMC11820226.tar.gz,Nutrients. 2025 Jan 26; 17(3):451,PMC11820226,2025-02-16 16:25:41,39940309.0,CC BY
oa_package/f9/cb/PMC11820355.tar.gz,Plants (Basel). 2025 Feb 1; 14(3):430,PMC11820355,2025-02-16 18:25:27,39942992.0,CC BY
oa_package/9c/e1/PMC11821134.tar.gz,Molecules. 2025 Feb 5; 30(3):701,PMC11821134,2025-02-17 06:25:34,39942804.0,CC BY
oa_package/e4/54/PMC11821613.tar.gz,Front Microbiol. 2025 Jan 30; 16:1520104,PMC11821613,2025-02-17 12:25:17,39949618.0,CC BY
oa_package/ee/b9/PMC11822407.tar.gz,Hortic Res. 2024 Oct 30; 12(2):uhae303,PMC11822407,2025-02-17 19:25:26,39949878.0,CC BY
oa_package/33/8b/PMC11826983.tar.gz,J Agric Food Chem. 2025 Feb 3; 73(6):3457-3467,PMC11826983,2025-02-19 06:25:15,39895065.0,CC BY
oa_package/31/aa/PMC11830750.tar.gz,Front Artif Intell. 2025 Feb 3; 7:1449329,PMC11830750,2025-02-20 12:25:40,39963448.0,CC BY
oa_package/4a/3b/PMC11830815.tar.gz,Front Plant Sci. 2025 Feb 3; 16:1523174,PMC11830815,2025-02-20 13:25:16,39963528.0,CC BY
oa_package/18/a1/PMC11832666.tar.gz,Front Cardiovasc Med. 2025 Feb 4; 12:1525762,PMC11832666,2025-02-21 04:25:35,39968341.0,CC BY
oa_package/01/c7/PMC11832723.tar.gz,Sci Rep. 2025 Feb 17; 15:5817,PMC11832723,2025-02-18 19:25:42,39962247.0,CC BY-NC-ND
oa_package/f5/d9/PMC11835509.tar.gz,Plant Genome. 2025 Mar 18; 18(1):e70000,PMC11835509,2025-02-19 19:25:28,39965909.0,CC BY
oa_package/e1/ee/PMC11836281.tar.gz,Sci Rep. 2025 Feb 18; 15:5915,PMC11836281,2025-02-22 12:25:24,39966506.0,CC BY-NC-ND
oa_package/88/05/PMC11840028.tar.gz,Sci Data. 2025 Feb 19; 12:299,PMC11840028,2025-02-23 12:25:39,39971983.0,CC BY
oa_package/08/76/PMC11840414.tar.gz,New Phytol. 2025 Mar 17; 245(6):2632-2644,PMC11840414,2025-02-25 07:25:16,39821169.0,CC BY-NC-ND
oa_package/f3/a1/PMC11846501.tar.gz,Database (Oxford). 2025 Feb 22; 2025:baaf015,PMC11846501,2025-03-22 20:25:43,39985759.0,CC BY
oa_package/0d/b2/PMC11847106.tar.gz,Heliyon. 2025 Jan 30; 11(3):e42318,PMC11847106,2025-02-26 06:25:33,39991243.0,CC BY-NC-ND
oa_package/1f/a3/PMC11847906.tar.gz,Front Plant Sci. 2025 Feb 10; 16:1509643,PMC11847906,2025-02-26 13:25:40,39996116.0,CC BY
oa_package/3c/d0/PMC11850554.tar.gz,Theor Appl Genet. 2025 Feb 24; 138(3):52,PMC11850554,2025-03-15 20:25:32,39992466.0,CC BY-NC-ND
oa_package/5b/9d/PMC11852095.tar.gz,Antioxidants (Basel). 2025 Feb 19; 14(2):239,PMC11852095,2025-02-28 01:25:15,40002423.0,CC BY
oa_package/d6/c8/PMC11852814.tar.gz,BMC Genomics. 2025 Feb 24; 26:191,PMC11852814,2025-02-28 09:25:40,39994529.0,CC BY
oa_package/ab/40/PMC11853984.tar.gz,Foods. 2025 Feb 7; 14(4):545,PMC11853984,2025-02-28 20:25:15,40001988.0,CC BY
oa_package/80/11/PMC11854413.tar.gz,Foods. 2025 Feb 12; 14(4):602,PMC11854413,2025-03-01 00:25:35,40002047.0,CC BY
oa_package/d4/1b/PMC11854764.tar.gz,Gels. 2025 Jan 24; 11(2):91,PMC11854764,2025-03-01 03:25:42,39996634.0,CC BY
oa_package/78/dc/PMC11855822.tar.gz,Insects. 2025 Feb 4; 16(2):158,PMC11855822,2025-03-01 13:25:16,40003788.0,CC BY
oa_package/53/eb/PMC11856368.tar.gz,J Fungi (Basel). 2025 Feb 5; 11(2):121,PMC11856368,2025-03-01 18:25:16,39997415.0,CC BY
oa_package/ef/8a/PMC11856833.tar.gz,Insects. 2025 Feb 7; 16(2):176,PMC11856833,2025-03-01 22:25:14,40003807.0,CC BY
oa_package/26/f6/PMC11857691.tar.gz,Materials (Basel). 2025 Feb 18; 18(4):891,PMC11857691,2025-03-02 09:25:47,40004414.0,CC BY
oa_package/d5/18/PMC11858553.tar.gz,Molecules. 2025 Feb 13; 30(4):855,PMC11858553,2025-03-02 19:25:38,40005166.0,CC BY
oa_package/15/fd/PMC11858954.tar.gz,Plants (Basel). 2025 Feb 19; 14(4):627,PMC11858954,2025-03-03 00:26:02,40006886.0,CC BY
oa_package/da/b9/PMC11868143.tar.gz,Planta. 2025 Feb 27; 261(4):69,PMC11868143,2025-03-28 00:25:39,40014142.0,CC BY
oa_package/ba/83/PMC11870210.tar.gz,Food Chem X. 2025 Feb 5; 26:102266,PMC11870210,2025-03-05 02:25:33,40027115.0,CC BY-NC-ND
oa_package/28/19/PMC11876418.tar.gz,Front Plant Sci. 2025 Feb 18; 16:1527508,PMC11876418,2025-03-06 05:25:56,40041023.0,CC BY
oa_package/2e/d7/PMC11879589.tar.gz,Plant Physiol. 2025 Feb 20; 197(3):kiaf070,PMC11879589,2025-03-08 06:25:15,39977116.0,CC BY
oa_package/a0/6f/PMC11880121.tar.gz,Planta. 2025 Mar 4; 261(4):74,PMC11880121,2025-03-28 00:25:39,40035890.0,CC BY
oa_package/82/1b/PMC11885807.tar.gz,Sci Rep. 2025 Mar 7; 15:7930,PMC11885807,2025-03-07 21:25:31,40050620.0,CC BY
oa_package/27/44/PMC11889278.tar.gz,aBIOTECH. 2024 Oct 30; 6(1):91-96,PMC11889278,2025-03-10 11:25:14,40060178.0,CC BY
oa_package/d5/19/PMC11889282.tar.gz,aBIOTECH. 2025 Feb 18; 6(1):33-49,PMC11889282,2025-03-10 11:25:14,40060187.0,CC BY
oa_package/ae/e7/PMC11889318.tar.gz,aBIOTECH. 2025 Jan 18; 6(1):22-32,PMC11889318,2025-03-10 11:25:14,40060175.0,CC BY
oa_package/d0/3b/PMC11893281.tar.gz,J Environ Qual. 2025 Jan 16 Mar-Apr; 54(2):397-409,PMC11893281,2025-03-11 20:26:04,39821330.0,CC BY
oa_package/f3/a3/PMC11894528.tar.gz,Hortic Res. 2025 Jan 3; 12(4):uhae360,PMC11894528,2025-03-12 11:26:13,40070401.0,CC BY
oa_package/e9/6d/PMC11898047.tar.gz,Biomacromolecules. 2025 Feb 24; 26(3):1530-1540,PMC11898047,2025-03-13 06:25:16,39993261.0,CC BY
oa_package/0e/30/PMC11898925.tar.gz,Foods. 2025 Feb 28; 14(5):842,PMC11898925,2025-03-14 03:25:14,40077545.0,CC BY
oa_package/56/08/PMC11899134.tar.gz,Foods. 2025 Mar 4; 14(5):880,PMC11899134,2025-03-14 02:25:22,40077583.0,CC BY
oa_package/75/7a/PMC11899781.tar.gz,Int J Mol Sci. 2025 Mar 6; 26(5):2360,PMC11899781,2025-03-14 03:25:14,40076978.0,CC BY
oa_package/c4/9b/PMC11899842.tar.gz,Int J Mol Sci. 2025 Feb 25; 26(5):1966,PMC11899842,2025-03-14 02:25:22,40076591.0,CC BY
oa_package/2b/d6/PMC11902017.tar.gz,Plants (Basel). 2025 Feb 20; 14(5):633,PMC11902017,2025-03-18 08:25:15,40094559.0,CC BY
oa_package/9a/b9/PMC11902207.tar.gz,Plants (Basel). 2025 Mar 1; 14(5):752,PMC11902207,2025-03-18 08:25:15,40094719.0,CC BY
oa_package/9d/5e/PMC11902249.tar.gz,Plants (Basel). 2025 Feb 20; 14(5):632,PMC11902249,2025-03-18 08:25:15,40094555.0,CC BY
oa_package/35/cf/PMC11906362.tar.gz,Mol Plant Pathol. 2025 Mar 13; 26(3):e70073,PMC11906362,2025-03-15 06:26:04,40083063.0,CC BY-NC
oa_package/59/55/PMC11907876.tar.gz,BMC Plant Biol. 2025 Mar 14; 25:329,PMC11907876,2025-03-15 06:26:04,40082794.0,CC BY-NC-ND
oa_package/b6/68/PMC11909162.tar.gz,Sci Rep. 2025 Mar 15; 15:8927,PMC11909162,2025-03-17 09:25:35,40087326.0,CC BY-NC-ND
oa_package/d7/ab/PMC11912711.tar.gz,BMC Plant Biol. 2025 Mar 17; 25:342,PMC11912711,2025-03-19 11:25:12,40091037.0,CC BY-NC-ND
oa_package/98/ca/PMC11912843.tar.gz,Genetics. 2024 Dec 9; 229(3):iyae205,PMC11912843,2025-03-18 06:25:40,39657689.0,CC BY-NC-ND
oa_package/3f/97/PMC11913086.tar.gz,J Clin Endocrinol Metab. 2024 May 15; 110(4):e1068-e1083,PMC11913086,2025-03-18 06:25:40,38747471.0,CC BY
oa_package/84/bd/PMC11915481.tar.gz,Plant Genome. 2025 Mar 18; 18(1):e70011,PMC11915481,2025-03-19 11:25:12,40099638.0,CC BY
oa_package/5c/c3/PMC11917484.tar.gz,G3 (Bethesda). 2025 Jan 24; 15(3):jkaf013,PMC11917484,2025-03-19 07:25:34,39849931.0,CC BY
oa_package/06/02/PMC11921013.tar.gz,Food Sci Nutr. 2025 Mar 19; 13(3):e70111,PMC11921013,2025-03-20 06:25:54,40109274.0,CC BY
oa_package/44/fe/PMC11924874.tar.gz,J Food Sci. 2025 Mar 20; 90(3):e70123,PMC11924874,2025-03-21 06:25:13,40111023.0,CC BY-NC
oa_package/d8/b9/PMC11926205.tar.gz,Sci Rep. 2025 Mar 20; 15:9609,PMC11926205,2025-03-22 07:25:35,40113907.0,CC BY
oa_package/85/cf/PMC11931653.tar.gz,Front Plant Sci. 2025 Mar 10; 16:1517074,PMC11931653,2025-03-25 06:25:45,40129742.0,CC BY
oa_package/e9/d7/PMC11932073.tar.gz,J Law Biosci. 2025 Mar 24; 12(1):lsae029,PMC11932073,2025-03-25 06:25:45,40129907.0,CC BY-NC-ND
oa_package/50/f6/PMC11933877.tar.gz,Plant Biotechnol J. 2025 Jan 23; 23(4):1243-1256,PMC11933877,2025-03-27 08:25:38,39846980.0,CC BY-NC
oa_package/60/af/PMC11936949.tar.gz,Front Microbiol. 2025 Mar 12; 16:1554644,PMC11936949,2025-03-27 05:25:19,40143864.0,CC BY
oa_package/e8/5d/PMC11940668.tar.gz,PLoS One. 2025 Mar 26; 20(3):e0318531,PMC11940668,2025-03-27 07:25:13,,CC BY
oa_package/e7/fb/PMC11942005.tar.gz,Int J Mol Sci. 2025 Mar 17; 26(6):2681,PMC11942005,2025-03-27 14:25:14,,CC BY
oa_package/5a/da/PMC11942884.tar.gz,J Fungi (Basel). 2025 Feb 20; 11(3):166,PMC11942884,2025-03-27 07:25:13,,CC BY
oa_package/83/9e/PMC11943225.tar.gz,Int J Mol Sci. 2025 Mar 20; 26(6):2823,PMC11943225,2025-03-27 14:25:14,,CC BY
oa_package/1c/12/PMC11943270.tar.gz,Int J Mol Sci. 2025 Mar 20; 26(6):2796,PMC11943270,2025-03-27 14:25:14,,CC BY
oa_package/97/44/PMC11946042.tar.gz,Microorganisms. 2025 Mar 13; 13(3):654,PMC11946042,2025-03-27 23:25:56,,CC BY
oa_package/9f/55/PMC11946476.tar.gz,Microorganisms. 2025 Feb 20; 13(3):471,PMC11946476,2025-03-27 20:25:17,,CC BY
oa_package/12/c6/PMC11948967.tar.gz,BMC Plant Biol. 2025 Mar 27; 25:387,PMC11948967,2025-03-27 20:25:17,40140775.0,CC BY-NC-ND
