pmid,pmc,title,journal,doi,issn
37222731,,Assessment of consumers' preference for orange-fleshed sweet potato puree chapati: a case of rural and urban consumers in Kenya.,J Sci Food Agric,10.1002/jsfa.12734,1097-0010
38825597,11144709,Investigation and characterization of changes in potato peels by thermochemical acidic pre-treatment for extraction of various compounds.,Sci Rep,10.1038/s41598-024-63364-6,2045-2322
39083550,11290689,Effects of dry bio-slurry and nitrogen fertilizer on potato and wheat yields under rotation cropping system.,PLoS One,10.1371/journal.pone.0306625,1932-6203
38737580,11087712,"Effects of fermented sweet potato residue on nutrient digestibility, meat quality, and intestinal microbes in broilers.",Anim Nutr,10.1016/j.aninu.2024.03.007,2405-6383
38931067,11207225,Synergistic Effects of Soil-Based Irrigation and Manure Substitution for Partial Chemical Fertilizer on Potato Productivity and Profitability in Semiarid Northern China.,Plants (Basel),10.3390/plants13121636,2223-7747
39072505,,"Correction to ""In-Depth Insight into Corrosion Inhibition Performance of Sweet Potato Leaf Extract as a Green and Efficient Inhibitor for 6N01 Al Alloy in the Seawater: Experimental and Theoretical Perspectives"".",Langmuir,10.1021/acs.langmuir.4c02259,1520-5827
38873437,11167192,Lactating mothers' perceptions and sensory acceptability of a provitamin A carotenoid-iron-rich composite dish prepared from iron-biofortified common bean and orange-fleshed sweet potato in rural western Uganda.,Food Sci Nutr,10.1002/fsn3.4053,2048-7177
38680181,11043503,In silico search for and analysis of R gene variation in primitive cultivated potato species.,Vavilovskii Zhurnal Genet Selektsii,10.18699/vjgb-24-21,2500-0462
38598852,,First Report of Sweet Potato Virus E(SPVE) Infecting Sweet Potato in China.,Plant Dis,10.1094/PDIS-06-23-1202-PDN,0191-2917
38628183,11016400,"Physicochemical compositions, nutritional and functional properties, and color qualities of sorghum-orange-fleshed sweet potato composite flour.",Food Sci Nutr,10.1002/fsn3.3922,2048-7177
38857720,,Effects of soluble dietary fiber from pomegranate peel on the physicochemical properties and in-vitro digestibility of sweet potato starch.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.133041,1879-0003
38440674,10908726,Active pullulan-based coatings incorporated with Auricularia auricular extracts for preserving potato fresh-cuts.,Food Sci Biotechnol,10.1007/s10068-023-01420-z,2092-6456
38919818,11196761,Evidence-based unification of potato gene models with the UniTato collaborative genome browser.,Front Plant Sci,10.3389/fpls.2024.1352253,1664-462X
38927327,11200408,"Identification, Elucidation and Deployment of a Cytoplasmic Male Sterility System for Hybrid Potato.",Biology (Basel),10.3390/biology13060447,2079-7737
39026428,,"Virulence determinants are unevenly distributed within Streptomyces species and strains causing potato common scab in the province of Quebec, Canada.",Plant Dis,10.1094/PDIS-04-24-0744-RE,0191-2917
38091788,,Fine molecular structure and digestibility changes of potato starch irradiated with electron beam and X-ray.,Food Chem,10.1016/j.foodchem.2023.138192,1873-7072
38927629,11202548,A Sweet Potato MYB Transcription Factor IbMYB330 Enhances Tolerance to Drought and Salt Stress in Transgenic Tobacco.,Genes (Basel),10.3390/genes15060693,2073-4425
38927303,11200429,"Self-Incompatibility in Devil's Potato (Echites umbellatus Jacq., Apocynaceae) May Explain Why Few Flowers Set Fruit.",Biology (Basel),10.3390/biology13060423,2079-7737
38653894,11133164,Enhancing sweet potato (Ipomoea batatas) resilience grown in cadmium-contaminated saline soil: a synergistic approach using Moringa leaf extract and effective microorganisms application.,Environ Sci Pollut Res Int,10.1007/s11356-024-33295-w,1614-7499
38998581,11241158,Fortification of Pea and Potato Protein Isolates in Oat-Based Milk Alternatives; Effects on the Sensory and Volatile Profile.,Foods,10.3390/foods13132075,2304-8158
38897019,,Potato spindle tuber viroid (PSTVd) loop 27 mutants promote cell-to-cell movement and phloem unloading of the wild type: Insights into RNA-based viroid interactions.,Virology,10.1016/j.virol.2024.110137,1096-0341
38758594,,Similar chilling response of dormant buds in potato tuber and woody perennials.,J Exp Bot,10.1093/jxb/erae224,1460-2431
39048005,,Development of Zanthoxylum bungeanum essential oil Pickering emulsions using potato protein-chitosan nanoparticles and its application in mandarin preservation.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.134100,1879-0003
39091313,11291250,Potato soup: analysis of cultivated potato gene bank populations reveals high diversity and little structure.,Front Plant Sci,10.3389/fpls.2024.1429279,1664-462X
38726829,,Gastroprotective effects of polysaccharides from purple sweet potato (Ipomoea batatas (L.) Lam) on an ethanol-induced gastric ulcer via regulating immunity and activating the PI3K/Akt/Rheb/mTOR pathway.,Food Funct,10.1039/d4fo01071j,2042-650X
38686025,11057440,Characterization of FBA genes in potato (Solanum tuberosum L.) and expression patterns in response to light spectrum and abiotic stress.,Front Genet,10.3389/fgene.2024.1364944,1664-8021
38927729,11202818,Genome-Wide Identification and Expression Profiling of the α-Amylase (AMY) Gene Family in Potato.,Genes (Basel),10.3390/genes15060793,2073-4425
38890940,11172196,"Assessment of the Content of Glycoalkaloids in Potato Snacks Made from Colored Potatoes, Resulting from the Action of Organic Acids and Thermal Processing.",Foods,10.3390/foods13111712,2304-8158
38851149,,Tuber transcriptome analysis reveals a novel WRKY transcription factor StWRKY70 potentially involved in potato pigmentation.,Plant Physiol Biochem,10.1016/j.plaphy.2024.108792,1873-2690
38667405,11049981,Prevalence in Potato of 'Candidatus Arsenophonus Phytopathogenicus' and 'Candidatus Phytoplasma Solani' and Their Transmission via Adult Pentastiridius leporinus.,Insects,10.3390/insects15040275,2075-4450
38927018,11202281,New Frontiers in Potato Breeding: Tinkering with Reproductive Genes and Apomixis.,Biomolecules,10.3390/biom14060614,2218-273X
38903445,11187005,Identification of the potato (Solanum tuberosum L.) P-type ATPase gene family and investigating the role of PHA2 in response to Pep13.,Front Plant Sci,10.3389/fpls.2024.1353024,1664-462X
39106932,,Effect of ultrasonically stimulated potato germination during soaking on the physicochemical properties of starch and its use in edible films.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.134508,1879-0003
38867884,11168116,Natural elicitors enhanced suberin polyphenolic accumulation in wounded potato tuber tissues.,Front Plant Sci,10.3389/fpls.2024.1384602,1664-462X
39065294,11281063,Extraction and Structural Analysis of Sweet Potato Pectin and Characterization of Its Gel.,Polymers (Basel),10.3390/polym16141977,2073-4360
36449015,,Enhanced fermentative hydrogen production from potato waste by enzymatic pretreatment.,Environ Technol,10.1080/09593330.2022.2154171,1479-487X
38335591,,Research on detection of potato varieties based on spectral imaging analytical algorithm.,Spectrochim Acta A Mol Biomol Spectrosc,10.1016/j.saa.2024.123966,1873-3557
38988530,11233941,The synergistic effects of organic composts and microelements co-application in enhancing potato productivity in saline soils.,Heliyon,10.1016/j.heliyon.2024.e32694,2405-8440
38769723,,Potato E3 ubiquitin ligase StRFP1 positively regulates late blight resistance by degrading sugar transporters StSWEET10c and StSWEET11.,New Phytol,10.1111/nph.19848,1469-8137
39098679,,Chitosan/polyvinyl alcohol food packaging incorporated with purple potato anthocyanins and nano-ZnO: Application on the preservation of hairtail (Trichiurus haumela) during chilled storage.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.134435,1879-0003
38866836,11169491,Differential gene expression in irradiated potato tubers contributed to sprout inhibition and quality retention during a commercial scale storage.,Sci Rep,10.1038/s41598-024-58949-0,2045-2322
38796845,11135832,syn-tasiRnas targeting the coat protein of potato virus Y confer antiviral resistance in Nicotiana benthamiana.,Plant Signal Behav,10.1080/15592324.2024.2358270,1559-2324
38602688,,Hiding in Plain Sight: A Widespread Native Perennial Harbors Diverse Haplotypes of 'Candidatus Liberibacter solanacearum' and Its Potato Psyllid Vector.,Phytopathology,10.1094/PHYTO-01-24-0025-R,0031-949X
38812734,11133632,Increase in potato yield by the combined application of biochar and organic fertilizer: key role of rhizosphere microbial diversity.,Front Plant Sci,10.3389/fpls.2024.1389864,1664-462X
39025914,11258218,Impacts of poultry manure and biochar amendments on the nutrients in sweet potato leaves and the minerals in the storage roots.,Sci Rep,10.1038/s41598-024-67486-9,2045-2322
38608786,,Screw reactor design for potato peel pretreatment using the steam explosion.,Bioresour Technol,10.1016/j.biortech.2024.130675,1873-2976
39068802,,"Effect of different pre-treatment on acrylamide content, nutrition value, starch digestibility and anthocyanin bioaccessibility of purple sweet potato (Ipomoea batata) deep-fried chips.",Food Chem,10.1016/j.foodchem.2024.140535,1873-7072
39049910,11263511,"Effects of different lactic acid bacteria on phenolic profiles, antioxidant capacities, and volatile compounds in purple sweet potato juice.",J Food Sci Technol,10.1007/s13197-024-05959-5,0022-1155
38714928,11077776,Diversity of the Ry<sub>sto</sub> gene conferring resistance to potato virus Y in wild relatives of potato.,BMC Plant Biol,10.1186/s12870-024-05089-2,1471-2229
38930488,11205373,Amylase and Cellulase Production from Newly Isolated Bacillus subtilis Using Acid Treated Potato Peel Waste.,Microorganisms,10.3390/microorganisms12061106,2076-2607
38970497,11261637,Potato Berries as a Valuable Source of Compounds Potentially Applicable in Crop Protection and Pharmaceutical Sectors: A Review.,J Agric Food Chem,10.1021/acs.jafc.4c03071,1520-5118
38704071,,Effects of synergistic action on rheological and thermal properties of potato starch complexes co-gelatinized with caffeic acid and squash polysaccharides extracted with water and subcritical water.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.131912,1879-0003
38969681,11226683,Transcriptome analysis reveals genes associated with late blight resistance in potato.,Sci Rep,10.1038/s41598-024-60608-3,2045-2322
38608502,,Integrated analysis of ATAC-seq and transcriptomic reveals the ScDof3-ScproC molecular module regulating the cold acclimation capacity of potato.,Plant Physiol Biochem,10.1016/j.plaphy.2024.108576,1873-2690
39064940,11279475,Evaluating the Safety of Imidacloprid FS Seed Treatment Use in Potato Production: A Case Study from China.,Molecules,10.3390/molecules29143362,1420-3049
38899439,,Discovery and Biosynthesis of Streptolateritic Acids A-D: Acyclic Pentacarboxylic Acids from Streptomyces sp. FXJ1.172 with Promising Activity against Potato Common Scab.,J Agric Food Chem,10.1021/acs.jafc.4c02572,1520-5118
38791351,11121460,Mechanism Analysis of Antimicrobial Peptide NoPv1 Related to Potato Late Blight through a Computer-Aided Study.,Int J Mol Sci,10.3390/ijms25105312,1422-0067
39080142,11289011,Testing the joint effects of arbuscular mycorrhizal fungi and ants on insect herbivory on potato plants.,Planta,10.1007/s00425-024-04492-1,1432-2048
39064763,11279421,Impact of a Fruit-Vegetable Preparation Fortified with Potato Starch Resistant Dextrin on Selected Health Indicators in Overweight Children.,Nutrients,10.3390/nu16142321,2072-6643
38890882,11172155,Development and Validation of Near-Infrared Reflectance Spectroscopy Prediction Modeling for the Rapid Estimation of Biochemical Traits in Potato.,Foods,10.3390/foods13111655,2304-8158
38513697,11142334,Spud buds: stAST1 antagonizes potato tuber development by suppressing the alternative Tuberization Activation Complex (aTAC).,Plant Physiol,10.1093/plphys/kiae180,1532-2548
38704417,11069515,The phased Solanum okadae genome and Petota pangenome analysis of 23 other potato wild relatives and hybrids.,Sci Data,10.1038/s41597-024-03300-5,2052-4463
38103502,,"Design, characterization and digestibility of β-carotene-loaded emulsion system stabilized by whey protein with chitosan and potato starch addition.",Food Chem,10.1016/j.foodchem.2023.138131,1873-7072
38585069,10993362,Effect of Microwave-Based Dry Blanching on Drying of Potato Slices: A Comparative Study.,ACS Omega,10.1021/acsomega.3c09465,2470-1343
38403222,,"Impact of cyclic and continuous dry heat modification on the structural, thermal, technological, and in vitro digestibility properties of potato starch (Solanum tuberosum L.): A comparative study.",Int J Biol Macromol,10.1016/j.ijbiomac.2024.130370,1879-0003
38961199,11222470,Characterization of the GGP gene family in potato (Solanum tuberosum L.) and Pepper (Capsicum annuum L.) and its expression analysis under hormonal and abiotic stresses.,Sci Rep,10.1038/s41598-024-66337-x,2045-2322
38845993,11153189,Purple sweet potato anthocyanins normalize the blood glucose concentration and restore the gut microbiota in mice with type 2 diabetes mellitus.,Heliyon,10.1016/j.heliyon.2024.e31784,2405-8440
38702658,11069243,Genome-wide identification and expression analysis of the SET domain-containing gene family in potato (Solanum tuberosum L.).,BMC Genomics,10.1186/s12864-024-10367-2,1471-2164
38752124,11091013,Enhanced barrier properties in sweet potato starch films via dual modification by octenyl succinylation and heat moisture treatment for use as plant-based sausage casings.,Food Sci Biotechnol,10.1007/s10068-023-01493-w,2092-6456
39103347,11300821,Evolution of Phytophthora infestans on its potato host since the Irish potato famine.,Nat Commun,10.1038/s41467-024-50749-4,2041-1723
38690890,11107177,Calcium modulation of bacterial wilt disease on potato.,Appl Environ Microbiol,10.1128/aem.00242-24,1098-5336
38381322,,Transcriptome profiling and characterization of genes associated with tuberization under high temperature in aeroponics in potato cv. Kufri Anand.,Genes Genomics,10.1007/s13258-024-01503-z,2092-9293
38829375,,"Differentiation of vagal from carotid paraganglioma on unenhanced PET/CT: the ""sweet potato"" shape on PET.",Eur J Nucl Med Mol Imaging,10.1007/s00259-024-06776-w,1619-7089
38931143,11207681,Modern Breeding Strategies and Tools for Durable Late Blight Resistance in Potato.,Plants (Basel),10.3390/plants13121711,2223-7747
38049267,,"Synergistic effect of the coculture of Leuconostoc pseudomesenteroides and Lactococcus lactis, isolated from honeybees, on the generation of plant-based dairy alternatives based on soy, pea, oat, and potato drinks.",Food Microbiol,10.1016/j.fm.2023.104427,1095-9998
38685867,,Effect of cellulase on dough structure and quality characteristics of tough biscuits enriched with potato whole flour.,J Food Sci,10.1111/1750-3841.17091,1750-3841
38561441,,Economic analysis of banana peel and sweet potato vines in diets for rabbits.,Trop Anim Health Prod,10.1007/s11250-024-03966-4,1573-7438
38586149,10997943,Transcriptome dataset for comparative analysis of differentially expressed genes between wild type and transgenic potato plants overexpressing Nuclear Factor Y subunit A7.,Data Brief,10.1016/j.dib.2024.110349,2352-3409
38651309,,In-Depth Insight into Corrosion Inhibition Performance of Sweet Potato Leaf Extract as a Green and Efficient Inhibitor for 6N01 Al Alloy in the Seawater: Experimental and Theoretical Perspectives.,Langmuir,10.1021/acs.langmuir.4c00148,1520-5827
38686115,11056507,Potato glycoside alkaloids exhibit antifungal activity by regulating the tricarboxylic acid cycle pathway of Fusarium solani.,Front Microbiol,10.3389/fmicb.2024.1390269,1664-302X
39013508,,Texture of emulsion-filled pea protein-potato starch gels: Effect of processing conditions and composition.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.133889,1879-0003
38873662,11170098,Pulsed electric field effect on acrylamide reduction and quality attributes of continuous-style Lamoka potato chips.,Heliyon,10.1016/j.heliyon.2024.e31790,2405-8440
37562705,,Interaction of Solanum tuberosum L. translation initiation factors eIF4E with potato virus Y VPg: Apprehend and avoid.,Biochimie,10.1016/j.biochi.2023.08.005,1638-6183
38315309,,"Bacterial diversity, community structure and function in association of potato scabby tubers during storage in northern Thailand.",Folia Microbiol (Praha),10.1007/s12223-024-01140-9,1874-9356
38783337,11112839,Evaluation of a low-cost staining method for improved visualization of sweet potato whitefly (Bemisia tabaci) eggs on multiple crop plant species.,Plant Methods,10.1186/s13007-024-01209-z,1746-4811
38663118,,Purple sweet potato polysaccharide ameliorates concanavalin A-induced hepatic injury by inhibiting inflammation and oxidative stress.,Phytomedicine,10.1016/j.phymed.2024.155652,1618-095X
39101802,,"You Say Potato, I Say Potatoe: Seizure Prophylaxis After Pediatric Traumatic Brain Injury.",Pediatr Crit Care Med,10.1097/PCC.0000000000003543,1529-7535
38611405,11011517,Effects of Cooking Methods on Caffeoylquinic Acids and Radical Scavenging Activity of Sweet Potato.,Foods,10.3390/foods13071101,2304-8158
39064892,11280303,"Chitosan as an Antimicrobial, Anti-Insect, and Growth-Promoting Agent for Potato (Solanum tuberosum L.) Plants.",Molecules,10.3390/molecules29143313,1420-3049
38820796,,Nitrogen management indicators for sustainable crop production in an intensive potato system under drip irrigation.,J Environ Manage,10.1016/j.jenvman.2024.121270,1095-8630
38743609,,Synthesis of Planar Chiral Compounds Containing α-Amino Phosphonates for Antiplant Virus Applications against Potato Virus Y.,J Agric Food Chem,10.1021/acs.jafc.3c08686,1520-5118
39011311,11246962,Promiscuous potato: elucidating genetic identity and the complex genetic relationships of a cultivated potato germplasm collection.,Front Plant Sci,10.3389/fpls.2024.1341788,1664-462X
38952990,11216208,Molecular characterization of Pectobacterium atrosepticum infecting potato and its management through chemicals.,PeerJ,10.7717/peerj.17518,2167-8359
38946892,11214506,A rare case of food-dependent exercise-induced anaphylaxis caused by potato snacks.,J Allergy Clin Immunol Glob,10.1016/j.jacig.2024.100279,2772-8293
38942961,11213850,Polyphasic identification of Rhizopus oryzae and evaluation of physical fermentation parameters in potato starch processing liquid waste for β-glucan production.,Sci Rep,10.1038/s41598-024-66000-5,2045-2322
38522698,,Effects of purple potato anthocyanins on the in vitro digestive properties of starches of different crystalline types.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.131052,1879-0003
38873450,11167180,Investigating potato flour processing methods and ratios for noodle production.,Food Sci Nutr,10.1002/fsn3.4058,2048-7177
38754167,,Applications and characterization of anti-browning enzymatically modified potato starch (EPS) film associated with chitosan (CTS)/L-Cys/citric acid (CA) on fresh-cut potato slices.,Food Chem,10.1016/j.foodchem.2024.139424,1873-7072
38616099,,Assessing the impact of plasma-activated water-assisted heat-moisture treatment on the extrusion-recrystallization process of hausa potato starch.,Carbohydr Polym,10.1016/j.carbpol.2024.122081,1879-1344
38790625,11117659,"In Vitro Gastrointestinal Digestion of Various Sweet Potato Leaves: Polyphenol Profiles, Bioaccessibility and Bioavailability Elucidation.",Antioxidants (Basel),10.3390/antiox13050520,2076-3921
38724922,11080262,Rejuvenating potato growth and yield in challenging semiarid and saline sandy Cholistan: harnessing PGPB-coated N and P application strategies.,BMC Plant Biol,10.1186/s12870-024-05056-x,1471-2229
38547950,,"Starch spectra of Ampelopteris prolifera (Retz.) Copel, a new addition to the existing lexicon and its comparison with a local potato cultivar (Solanum tuberosum L. cv. Kufri Jyoti).",Int J Biol Macromol,10.1016/j.ijbiomac.2024.131163,1879-0003
38807365,,The haplotype-resolved T2T genome assembly of the wild potato species Solanum commersonii provides molecular insights into its freezing tolerance.,Plant Commun,10.1016/j.xplc.2024.100980,2590-3462
38733093,,Protein complexes from edible mushrooms as a sustainable potato protection against coleopteran pests.,Plant Biotechnol J,10.1111/pbi.14365,1467-7652
38146104,,UV-LASER adjuvant-surfactant-facilitated delivery of mobile dsRNA to tomato plant vasculature and evidence of biological activity by gene knockdown in the potato psyllid.,Pest Manag Sci,10.1002/ps.7952,1526-4998
38619447,,Relationship between sensory attributes and instrumental texture properties in meat analog patty system substituted with sweet potato stem.,J Sci Food Agric,10.1002/jsfa.13533,1097-0010
38982358,11232169,Biocontrol potential and growth-promoting effect of endophytic fungus Talaromyces muroii SD1-4 against potato leaf spot disease caused by Alternaria alternata.,BMC Microbiol,10.1186/s12866-024-03411-4,1471-2180
38927696,11203243,"A Small Auxin-Up RNA Gene, IbSAUR36, Regulates Adventitious Root Development in Transgenic Sweet Potato.",Genes (Basel),10.3390/genes15060760,2073-4425
38747471,,Associations of vegetable and potato intakes with markers of type 2 diabetes risk in the AusDiab cohort.,J Clin Endocrinol Metab,10.1210/clinem/dgae333,1945-7197
38583398,,"A comparative study on the structure, physical property and halochromic ability of shrimp freshness indicators produced from nine varieties of steamed purple sweet potato.",Food Chem,10.1016/j.foodchem.2024.139222,1873-7072
38790791,11120295,"Utilization of Sustainable Ingredients (Cañihua Flour, Whey, and Potato Starch) in Gluten-Free Cookie Development: Analysis of Technological and Sensorial Attributes.",Foods,10.3390/foods13101491,2304-8158
38890293,11189580,Enhanced stress resilience in potato by deletion of Parakletos.,Nat Commun,10.1038/s41467-024-49584-4,2041-1723
38705333,,Innovative method for producing plant-based meat analogs: Acid/calcium-induced internal gelation of potato protein/alginate composites.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.132069,1879-0003
39065454,11280481,"Dry Matter Accumulation, Water Productivity and Quality of Potato in Response to Regulated Deficit Irrigation in a Desert Oasis Region.",Plants (Basel),10.3390/plants13141927,2223-7747
38916298,11256776,Whole-genome sequence of Micrococcus sp. strain HOU01 isolated from potato root.,Microbiol Resour Announc,10.1128/mra.00268-24,2576-098X
38431016,,"Effects of frying on the surface oil absorption of wheat, potato, and pea starches.",Int J Biol Macromol,10.1016/j.ijbiomac.2024.130559,1879-0003
38998507,11240970,"Characterization of Nano- and Microstructures of Native Potato Starch as Affected by Physical, Chemical, and Biological Treatments.",Foods,10.3390/foods13132001,2304-8158
38938631,11208687,Investigating the water availability hypothesis of pot binding: small pots and infrequent irrigation confound the effects of drought stress in potato (Solanum tuberosum L.).,Front Plant Sci,10.3389/fpls.2024.1399250,1664-462X
38549549,,IbNF-YA1 is a key factor in the storage root development of sweet potato.,Plant J,10.1111/tpj.16723,1365-313X
39115952,,First report of potato virus H infecting tomato (Solanum lycopersicum) in China.,Plant Dis,10.1094/PDIS-05-24-1111-PDN,0191-2917
38891369,11175059,Root Zone Water Management Effects on Soil Hydrothermal Properties and Sweet Potato Yield.,Plants (Basel),10.3390/plants13111561,2223-7747
38876342,,Concomitant determination of pesticides in soil and drainage water over a potato cropping season reveal dissipations largely in accordance with respective models.,Sci Total Environ,10.1016/j.scitotenv.2024.173971,1879-1026
38733682,,Effect of harvest-to-cooling delay and precooling on Kufri Jyoti (Solanum tuberosum) potato quality.,Food Chem,10.1016/j.foodchem.2024.139528,1873-7072
38941447,,Alternative splicing of a potato disease resistance gene maintains homeostasis between growth and immunity.,Plant Cell,10.1093/plcell/koae189,1532-298X
38890868,11172356,Influence of Harvesting Stages on Phytonutrients and Antioxidant Properties of Leaves of Five Purple-Fleshed Sweet Potato (Ipomoea batatas) Genotypes.,Foods,10.3390/foods13111640,2304-8158
38366577,10989861,A k-mer-based bulked segregant analysis approach to map seed traits in unphased heterozygous potato genomes.,G3 (Bethesda),10.1093/g3journal/jkae035,2160-1836
38431884,,"Host plant preference of Lygus hesperus (Hemiptera: Miridae) in 4 field crops: potato, alfalfa, carrot, and pea.",Environ Entomol,10.1093/ee/nvae009,1938-2936
38079373,,The Role of Soil Abundance of TxtAB in Potato Common Scab Disease Severity.,Phytopathology,10.1094/PHYTO-09-23-0347-R,0031-949X
38379303,11091668,Improving the Three-Dimensional Printability of Potato Starch Loaded onto Food Ink.,J Microbiol Biotechnol,10.4014/jmb.2311.11040,1738-8872
38844823,11156973,Synergistic effects of boron and saponin in mitigating salinity stress to enhance sweet potato growth.,Sci Rep,10.1038/s41598-024-63840-z,2045-2322
38969662,11229511,Biocontrol potential of endophytic fungi against phytopathogenic nematodes on potato (Solanum tuberosum L.).,Sci Rep,10.1038/s41598-024-64056-x,2045-2322
39079269,,Multi-omics analysis reveals the effects of three application modes of plant growth promoting microbes biofertilizer on potato (Solanum tuberosum L.) growth under alkaline loess conditions.,Microbiol Res,10.1016/j.micres.2024.127855,1618-0623
38765047,11097070,Elicitation of salicylic acid and methyl jasmonate provides molecular and physiological evidence for potato susceptibility to infection by Erwinia carotovora subsp. carotovora.,Heliyon,10.1016/j.heliyon.2024.e30929,2405-8440
39008925,,Towards a circular economy - Repurposing side streams from the potato processing industry by Chlorella vulgaris.,J Environ Manage,10.1016/j.jenvman.2024.121796,1095-8630
39068861,,Elucidating the impact of environmental factors on the growth of Colletotrichum coccodes strains isolated from potato tubers in Great Britain.,Int J Food Microbiol,10.1016/j.ijfoodmicro.2024.110843,1879-3460
38623551,11016960,Total mRNA sequence dataset from Pectobacterium atrosepticum colonising potato or radish roots.,Data Brief,10.1016/j.dib.2024.110372,2352-3409
38689753,11058582,A coordinated switch in sucrose and callose metabolism enables enhanced symplastic unloading in potato tubers.,Quant Plant Biol,10.1017/qpb.2024.4,2632-8828
38838891,,Exploring effect of uniform dry ball-milling duration on pasting and rheological properties of pink potato and maize starch mixtures.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.132900,1879-0003
